configuracion,cruce,mutacion,semilla,makespan,balance,energia,tamano_frente,score_agregado,tiempo
1-Punto + Swap,un_punto,swap,2,1561.7507792988154,280.39322470439845,624.7432177013848,100,2.608009782999381,33.516284465789795
1-Punto + Swap,un_punto,swap,4,1562.3429080588091,284.05140969096993,624.4693944018786,100,2.6201086211924647,33.51406717300415
1-Punto + Swap,un_punto,swap,7,1559.0288817240573,273.58789729772326,625.1241602026429,100,2.58450861309631,33.279337644577026
1-Punto + Swap,un_punto,swap,0,1562.5994785451794,283.9835439406512,624.6315860177235,100,2.62024238957627,33.939619302749634
1-Punto + Swap,un_punto,swap,6,1563.3014187765432,278.9029226281929,624.9911756263978,100,2.6041716547580545,33.55807375907898
1-Punto + Swap,un_punto,swap,5,1554.467283832351,281.72106487098796,624.0459878961744,100,2.6077981265759083,33.966477394104004
1-Punto + Swap,un_punto,swap,8,1555.4414156076639,282.0953491701137,624.2478911019465,100,2.609821239945087,34.32859396934509
1-Punto + Swap,un_punto,swap,11,1565.2564669482724,280.6277113916472,624.9612358528817,100,2.610855703617077,34.1348090171814
1-Punto + Swap,un_punto,swap,10,1565.7943210995866,277.6755090339396,625.18691912629,100,2.6016063608433395,34.188101053237915
1-Punto + Swap,un_punto,swap,9,1556.77266563986,275.64886099286866,624.8330164602816,100,2.589834464406085,34.39721989631653
1-Punto + Swap,un_punto,swap,12,1560.2512250210411,279.745672772772,624.7002585264369,100,2.6050401291718135,34.30238676071167
1-Punto + Swap,un_punto,swap,13,1557.3538865922508,282.95105132258647,624.3515975747342,100,2.6137779680496056,34.57402801513672
1-Punto + Swap,un_punto,swap,22,1547.9419873991826,282.5983379859921,623.7874500282538,100,2.6070903822646896,20.795753479003906
1-Punto + Swap,un_punto,swap,23,1560.4351177988165,277.7306120713658,624.8158736023552,100,2.5985803709501827,20.612093687057495
1-Punto + Swap,un_punto,swap,24,1546.8989388682996,282.02224988814885,623.6859101287824,100,2.6045035073405254,20.672013998031616
1-Punto + Swap,un_punto,swap,25,1582.1734176126567,282.94011262565726,626.0063984813856,100,2.6285152725319274,20.85520648956299
1-Punto + Swap,un_punto,swap,18,1565.8539226515072,283.99401481810656,624.8548478275002,100,2.6222234599968233,33.896597146987915
1-Punto + Swap,un_punto,swap,19,1566.7704935624197,282.85501714047314,625.1794850037405,100,2.6193488539214638,33.61682891845703
1-Punto + Swap,un_punto,swap,20,1560.7940633786866,282.50419126696784,624.6022172022064,100,2.6143665509633403,34.13549852371216
1-Punto + Swap,un_punto,swap,21,1562.0425233140577,282.5125406588679,624.7763139000718,100,2.6152673218057387,34.400310754776
1-Punto + Swap,un_punto,swap,26,1561.9692359450812,279.7359447055249,624.8162196264279,100,2.606032366457282,20.75468635559082
1-Punto + Swap,un_punto,swap,27,1557.539433460533,282.64763235400414,624.3579943109893,100,2.6128684831164555,20.842482089996338
1-Punto + Swap,un_punto,swap,28,1563.852264223422,283.56902088857794,624.8031357670775,100,2.6197321099789863,20.78316617012024
1-Punto + Swap,un_punto,swap,29,1555.2250744790501,282.53206602158383,624.2403512450067,100,2.611158020994814,20.771673440933228
1-Punto + Insert,un_punto,insert,12,1567.2833547239068,285.39339895579957,624.894838869106,100,2.62765991988477,20.815344095230103
1-Punto + Insert,un_punto,insert,13,1564.5456398972224,281.0726563350594,624.8878739129652,100,2.6118786371316167,20.86447048187256
1-Punto + Insert,un_punto,insert,14,1553.5200319341695,284.70865574023264,623.9945747096018,100,2.617209689448244,20.84502911567688
1-Punto + Insert,un_punto,insert,15,1570.6879594240572,284.6059609116007,625.2060662145018,100,2.6271820392476046,20.969704627990723
1-Punto + Insert,un_punto,insert,0,1564.0647135901702,283.88910923887624,624.7469111792992,100,2.620824974990338,33.77270698547363
1-Punto + Insert,un_punto,insert,2,1561.0571843940581,282.2317238476584,624.6427497069673,100,2.6136477903182245,33.69678974151611
1-Punto + Insert,un_punto,insert,1,1563.8232552162797,283.5339381562494,624.7668653713797,100,2.619548848183323,33.79313349723816
1-Punto + Insert,un_punto,insert,4,1573.4023241724615,284.4716799939463,625.3541912750323,100,2.6283032257922883,33.71008086204529
1-Punto + Insert,un_punto,insert,3,1565.26117656711,282.17282886642096,624.8970304595783,100,2.6159167280186413,33.95988416671753
1-Punto + Insert,un_punto,insert,5,1557.3310742823492,282.47418265826747,624.4174458981167,100,2.6122710687136617,33.676047563552856
1-Punto + Insert,un_punto,insert,20,1572.6656193003469,284.93123929202403,625.2906915264166,100,2.629376023756563,20.890340566635132
1-Punto + Insert,un_punto,insert,21,1562.8934467133506,284.5767257349034,624.6736564452203,100,2.6224267469185727,20.959985971450806
1-Punto + Insert,un_punto,insert,22,1577.2060744318578,282.35867393634123,625.7151164189986,100,2.6236773547451597,20.961369037628174
1-Punto + Insert,un_punto,insert,23,1577.291079298816,284.37271395216993,625.5915345648082,100,2.630256778392081,20.981870651245117
1-Punto + Insert,un_punto,insert,6,1565.8688419013508,283.0416525977645,624.870770369122,100,2.6190791253753027,34.35763716697693
1-Punto + Insert,un_punto,insert,8,1570.1437205040577,284.33728750207,625.1484602059634,100,2.6259320474579244,34.27261018753052
1-Punto + Insert,un_punto,insert,7,1572.4421811802508,283.9014224094999,625.3002879731106,100,2.625845290964331,34.34782791137695
1-Punto + Insert,un_punto,insert,10,1573.7539535096466,282.41110109500903,625.4279240005575,100,2.621715776596126,34.234567642211914
1-Punto + Insert,un_punto,insert,9,1577.2091736667178,284.2802496207541,625.6751630444973,100,2.630027080394678,34.432921409606934
1-Punto + Insert,un_punto,insert,11,1556.4084534137592,284.0133102467651,624.2215148194414,100,2.616660282033394,34.50972580909729
1-Punto + Insert,un_punto,insert,16,1565.0251750901705,284.7361394528841,624.7990043099153,100,2.624203058545054,33.9842483997345
1-Punto + Insert,un_punto,insert,17,1563.1871953704842,284.47074376613836,624.6413223865375,100,2.6221741565055185,33.909595012664795
1-Punto + Insert,un_punto,insert,18,1573.4124992988163,284.46116526705686,625.3474823952463,100,2.6282636801518544,34.25995063781738
1-Punto + Insert,un_punto,insert,19,1571.9571563381264,281.76383466187434,625.3373067649188,100,2.6185303700394806,34.224541902542114
1-Punto + Insert,un_punto,insert,24,1563.1138077114797,285.16166537444275,624.6383956523412,100,2.624436353654846,21.017351865768433
1-Punto + Insert,un_punto,insert,25,1567.8318448232458,281.55290270211555,625.0944241053334,100,2.615417632521532,21.023605585098267
1-Punto + Insert,un_punto,insert,26,1580.0956380121102,282.6198891692252,625.8870452659777,100,2.626238466616774,21.028549432754517
1-Punto + Insert,un_punto,insert,27,1574.0323308750958,284.49076794238323,625.3997073040172,100,2.628746878536945,21.07662606239319
1-Punto + Invert,un_punto,invert,4,1548.8236626060846,279.2241499541224,624.1571410499479,100,2.5968120564595667,20.953136920928955
1-Punto + Invert,un_punto,invert,6,1548.7351448906952,277.60525671420186,624.1796560013767,100,2.5914036510184633,20.842050552368164
1-Punto + Invert,un_punto,invert,5,1548.7529594240568,283.67635323540856,623.7395086011937,100,2.611020764688905,21.08106279373169
1-Punto + Invert,un_punto,invert,7,1561.6720838728388,283.6770138012964,624.6439175676863,100,2.618774541608864,20.8487606048584
1-Punto + Insert,un_punto,insert,28,1565.4412563385124,284.4217988642719,624.872734514559,100,2.623468626070961,33.78706073760986
1-Punto + Insert,un_punto,insert,29,1560.3508497445187,283.7703666501045,624.499856186053,100,2.618219298733636,33.87350845336914
1-Punto + Invert,un_punto,invert,1,1546.388192159692,284.3376981866476,623.5537637043868,100,2.611777514374938,33.89137506484985
1-Punto + Invert,un_punto,invert,0,1561.041982114152,283.7841820447883,624.5517865696327,100,2.618685102496322,34.084094285964966
1-Punto + Invert,un_punto,invert,2,1552.4227595500395,279.9809944026313,624.2502463445803,100,2.601267427323667,33.99710202217102
1-Punto + Invert,un_punto,invert,3,1562.5835972934572,282.32060397955985,624.7530234406215,100,2.6148647977794823,34.21203088760376
1-Punto + Invert,un_punto,invert,9,1542.70797086642,283.20809350731696,623.3906614070315,100,2.605939051515264,34.13395428657532
1-Punto + Invert,un_punto,invert,8,1560.401859424057,282.424265998242,624.5568407713948,100,2.613839207951018,34.28829479217529
1-Punto + Invert,un_punto,invert,10,1562.0089746838157,280.0780186571675,624.7615575596205,100,2.6071143936652574,34.21928524971008
1-Punto + Invert,un_punto,invert,12,1546.172276591951,284.724150463636,623.5228783316933,100,2.612913608886705,34.033241271972656
1-Punto + Invert,un_punto,invert,11,1559.6502282450695,281.001255678468,624.5850805814634,100,2.6087603672147566,34.14891195297241
1-Punto + Invert,un_punto,invert,18,1561.5599400451788,281.301380196561,624.69497119634,100,2.6108726247678025,21.100367784500122
1-Punto + Invert,un_punto,invert,13,1554.4289594240577,284.4222974562705,624.0753364052324,100,2.6168249994308814,34.36575508117676
1-Punto + Invert,un_punto,invert,19,1562.6103507257492,282.1789663954919,624.7196949146996,100,2.6143584370355137,21.63344407081604
1-Punto + Invert,un_punto,invert,20,1560.1861821140576,282.64538914324305,624.5254990254621,100,2.614423672523261,21.56050944328308
1-Punto + Invert,un_punto,invert,21,1554.269679026522,281.1475659656583,624.2352397701845,100,2.606058020975243,20.813230276107788
1-Punto + Invert,un_punto,invert,15,1556.1971523356729,281.90082699760814,624.3272304803661,100,2.609664043036577,30.75161647796631
1-Punto + Invert,un_punto,invert,14,1550.1499594240568,280.92988860940955,623.9446112638306,100,2.6028573864060087,31.204789638519287
1-Punto + Invert,un_punto,invert,16,1561.1069235901703,282.9454094722505,624.6147770141642,100,2.616011651008536,29.276148796081543
1-Punto + Invert,un_punto,invert,22,1557.8382485194106,281.4478348696859,624.5017581256162,100,2.609223942576205,20.635693788528442
1-Punto + Invert,un_punto,invert,17,1551.9060559118775,285.5666380517738,623.8505873054371,100,2.619056946183904,29.459122896194458
1-Punto + Invert,un_punto,invert,24,1555.2468725785286,282.55942510419385,624.3619360513571,100,2.6114338095670875,20.479490995407104
1-Punto + Invert,un_punto,invert,25,1552.8073704341698,284.213906125046,623.9684215401652,100,2.6151668316436645,21.12723469734192
1-Punto + Invert,un_punto,invert,23,1561.0811762198157,283.5323200928861,624.5662400683298,100,2.617885807564761,21.973342657089233
1-Punto + Invert,un_punto,invert,27,1552.6187174118772,283.58603966820607,623.9989231134641,100,2.6130231906191934,17.624683141708374
1-Punto + Invert,un_punto,invert,26,1561.9985792988157,282.6516013864664,624.6617135770174,100,2.6155451708095585,18.065513610839844
1-Punto + Invert,un_punto,invert,29,1553.6350843062385,285.0138724682505,624.0366074140575,100,2.618344651448322,17.834009647369385
1-Punto + Invert,un_punto,invert,28,1554.0618488204593,283.799219542933,624.0670237976844,100,2.614552642597651,18.101195335388184
