variante,semilla,cruce,mutacion,tiempo,makespan,balance,energia,score_agregado,tamano_frente
NSGA2_sin_filtro,1,uniforme,swap,18.974029302597046,1555.2689582614432,280.084891691934,624.6021276625087,2.6035395385740854,100
NSGA2_sin_filtro,0,uniforme,swap,23.858957529067993,1548.215596621032,281.6926590695716,623.9014137046136,2.604371062406155,100
NSGA2_sin_filtro,2,uniforme,swap,25.74589252471924,1551.8941760633977,280.6233999488263,624.1703423819523,2.6030303388829568,100
NSGA2_sin_filtro,7,uniforme,swap,23.70484757423401,1556.0206122677318,279.7672123499089,624.5273671092643,2.602749633646797,100
NSGA2_sin_filtro,8,uniforme,swap,23.832966804504395,1551.281707296755,281.7001332840908,624.1333961236231,2.6062604352481418,100
NSGA2_sin_filtro,5,uniforme,swap,24.28015160560608,1555.1785017628035,281.6109406925589,624.3547144168906,2.6082276928331085,100
NSGA2_sin_filtro,4,uniforme,swap,24.834574460983276,1563.3628608999354,286.7220622190354,624.4930069640725,2.6295545049382847,100
NSGA2_sin_filtro,13,uniforme,swap,24.138426303863525,1569.471456671331,281.0301649185199,625.5741658901321,2.6151803245737777,100
NSGA2_sin_filtro,10,uniforme,swap,24.447694778442383,1553.6619559613225,282.6638102568901,624.1107294605292,2.610630435209146,100
NSGA2_sin_filtro,16,uniforme,swap,24.286826133728027,1542.8452305439644,282.18867592776735,623.3544614860692,2.6025579085827344,100
NSGA2_sin_filtro,12,uniforme,swap,25.217321634292603,1557.0419069188654,283.893461228928,624.3160904467917,2.616712620098895,100
NSGA2_sin_filtro,18,uniforme,swap,24.263626098632812,1557.8431669412994,282.0041543224859,624.4965275659143,2.611073327735004,100
NSGA2_sin_filtro,14,uniforme,swap,26.374069213867188,1555.3406351598342,282.8138751609826,624.2027441686535,2.6121014407384116,100
NSGA2_sin_filtro,3,uniforme,swap,27.639516592025757,1561.3183805636627,281.26108962251146,624.8019485973537,2.610770367972137,100
NSGA2_sin_filtro,20,uniforme,swap,23.49725031852722,1564.0229921340476,282.1574308028632,624.9965486016938,2.615388477698035,100
NSGA2_sin_filtro,24,uniforme,swap,23.081615209579468,1554.6155181493332,277.59110328676996,624.7087064465677,2.5950524459066155,100
NSGA2_sin_filtro,11,uniforme,swap,27.729694604873657,1551.3586215722369,283.530008502765,623.9750117470084,2.612172213052966,100
NSGA2_sin_filtro,29,uniforme,swap,22.694700717926025,1545.4905666690258,281.68456638234716,623.566513801501,2.6025031433730526,100
NSGA2_sin_filtro,6,uniforme,swap,28.139655828475952,1553.949310377008,280.68600296838866,624.3142376033071,2.6044721473735715,100
