version,semilla,makespan,balance,energia,score_agregado,tamano_frente,tiempo_ejecucion
estandar,0,1553.6918154930065,280.9020903416891,624.2452134920463,2.604965085302676,67,19.53660750389099
estandar,1,1561.6746920743387,278.6380432066429,624.9674886627496,2.6024415214822882,67,19.408442974090576
estandar,2,1561.1534796961942,279.94585245459103,624.8479445522244,2.606369502152292,68,17.086949348449707
estandar,3,1561.24329539017,284.0751853783383,624.5521653862143,2.619756311412709,75,19.77672290802002
estandar,4,1545.6638406630461,280.77696550378016,623.5752327880704,2.599576899803272,64,19.3596670627594
estandar,5,1553.3301927390123,282.99788890552645,624.0335806186919,2.6114679364622493,71,19.733551025390625
estandar,6,1543.4280435450223,280.3662128481667,623.4872660450908,2.5969641589498633,62,12.033169031143188
estandar,7,1552.4918320324787,281.1346098368368,624.1358126848748,2.60498387168885,72,19.726787328720093
estandar,8,1545.11531447358,282.3050333878957,623.6032190763589,2.6044361767340978,71,16.959324836730957
estandar,9,1552.2311296488008,281.16797083392464,624.1354680889425,2.6049642315407335,71,19.419018983840942
estandar,10,1548.7730858341524,278.80857868697143,624.103561831186,2.5953249887753422,59,19.461698293685913
estandar,11,1553.5247302784037,280.220190273149,624.335578266779,2.6027376350022395,64,19.619234800338745
estandar,12,1556.541208608331,279.6995981062282,624.4909782926259,2.602732566981058,64,12.312788248062134
estandar,13,1553.326344037228,281.76500567479155,624.1755286030404,2.6075591841770245,71,12.030887842178345
estandar,14,1546.3333838249243,282.7244292434991,623.6270924483242,2.606477302412208,73,20.037065029144287
estandar,15,1547.442324906834,277.25754835506297,624.2028619378577,2.5896313645005664,63,19.648810625076294
estandar,16,1545.0905146404366,278.8632759930802,623.787844855177,2.5932150032807386,72,12.210552453994751
estandar,17,1553.3092493072427,281.60281782259943,624.2248615311537,2.6070804862496484,67,11.94291067123413
estandar,18,1556.0824735334513,284.25154303726674,624.1552080525606,2.6171966774422253,73,12.10807204246521
estandar,19,1559.505424635174,276.49539653297813,624.903431193411,2.59412322151334,50,12.060630798339844
estandar,20,1557.9285233140579,283.26793195373125,624.4141612560247,2.6152109318685492,74,12.35520052909851
estandar,21,1552.3535277263288,283.02271249475194,623.985226155048,2.6109932714481205,69,19.414777517318726
