version,semilla,makespan,balance,energia,score_agregado,tamano_frente,tiempo_ejecucion
estandar,0,1561.2515918856855,287.79338864659275,624.2939194399002,2.6317855477742,150,73.00284767150879
estandar,1,1543.1679654406007,285.4160867325837,623.2395894389444,2.613313209122643,150,44.58097290992737
estandar,2,1545.426377248934,284.60695528739797,623.2905502673195,2.6118181113929166,150,44.32232165336609
estandar,3,1548.1444449779353,281.0361825560898,623.8620892135236,2.602091053695253,150,44.75282406806946
estandar,4,1542.98381215724,284.90135581880634,623.2289808277362,2.6114902076095023,150,71.94709706306458
estandar,5,1542.312436817681,282.95545928265625,623.3972921816894,2.6049086429439177,150,44.82873225212097
estandar,6,1553.539545248157,287.4611862257152,623.832014977001,2.626162319534083,150,44.95348143577576
estandar,7,1562.1629400451786,287.3262226000371,624.4170654569203,2.6308599245802182,150,74.00615763664246
estandar,8,1540.6172268258924,284.46209902378564,623.1887563699084,2.6087852621159104,150,72.32790064811707
estandar,9,1549.8299395373926,287.40786766547086,623.6452668138345,2.6238630050543152,150,72.9103090763092
estandar,10,1559.395579298816,287.282682718392,624.2349785972917,2.6290709871830362,150,73.67686462402344
estandar,11,1554.7595801039874,283.5099157061795,624.3282898269348,2.6143103993015466,150,72.99441003799438
estandar,12,1552.0685224469646,283.8012772055067,623.9392139993854,2.6133802528600074,150,72.74797892570496
estandar,13,1542.161950209743,285.16876545424384,623.2104243454984,2.6119441328268724,150,44.81997847557068
estandar,14,1562.4872869989792,287.81593315827587,624.3827775217793,2.6326054838200936,150,72.72597646713257
estandar,15,1543.493705967377,281.6047403055708,623.5994286061663,2.6012856472491617,150,72.08649611473083
estandar,16,1542.1162708944407,285.1135784121156,623.112873130683,2.61159797748382,150,71.82455158233643
estandar,17,1543.654769280061,281.45334285898423,623.5686114327312,2.6008174962167367,150,71.6310601234436
estandar,18,1562.9398971852204,287.1300125913427,624.4761621538087,2.630678793640622,150,45.14372730255127
estandar,19,1547.8502664678942,285.85251505199494,623.5374614983267,2.6175346522143967,150,73.22741532325745
estandar,20,1545.042059424057,287.3262226000371,623.2756734155122,2.620668924210503,150,73.23127436637878
estandar,21,1552.7585432955425,280.5375566912892,624.2957254577542,2.6033554969869557,150,44.3774094581604
estandar,22,1542.9022719826285,287.54414326202317,623.1189928592481,2.6201016033303173,150,73.13320136070251
estandar,23,1543.1964131554223,284.6086947717139,623.2986153225772,2.6107204491347247,150,72.40985298156738
estandar,24,1550.4042109907841,281.0366335528995,624.0918591685182,2.603550682817226,150,47.179434299468994
estandar,25,1548.861058472197,283.1054020866119,623.6998025518018,2.609114920789284,150,47.61715030670166
estandar,26,1543.3865569827092,284.0450033124269,623.366680565094,2.60903378557815,150,47.25250816345215
estandar,27,1553.041659642401,284.7542659245417,623.8835679843334,2.616963956213959,150,47.39457154273987
estandar,28,1541.731189926559,282.8782918138052,623.4114862352051,2.6043810718214946,150,47.515077114105225
estandar,29,1560.4351177988158,287.56156848770485,624.2813369207623,2.6305866018404656,150,47.60239338874817
memetico,0,1556.9416465010152,285.9932030619576,624.099931763758,2.6233528312147825,150,51.665064334869385
memetico,1,1554.1885498560716,281.3947694567543,624.2790020210983,2.6069039855283096,150,51.0980019569397
memetico,2,1543.3842581003396,285.78008165636254,623.2204085675712,2.6146072706202896,150,82.90358328819275
memetico,3,1544.6901205628399,282.5390285671943,623.4265331745362,2.6047511552785476,150,82.30262923240662
memetico,4,1543.1457066409769,275.30611077375795,623.9124743411771,2.580563424006125,150,82.74971151351929
memetico,5,1559.395579298816,287.5144931993878,624.215191800645,2.629815421934003,150,82.32615089416504
memetico,6,1543.7891816257406,281.55258624894765,623.5507756321124,2.6011900339742846,150,80.92170572280884
memetico,7,1541.9740072983582,279.6712719770449,623.537360764932,2.593992235141613,150,79.50806546211243
memetico,8,1541.244445008533,284.5555833675791,623.1644852267596,2.609375812624901,150,79.37909007072449
memetico,9,1543.1178594240575,287.6645597151641,623.1245936217838,2.620618786317505,150,82.03104758262634
memetico,10,1559.6951594240577,287.3732852275386,624.2458184566567,2.6295382711228577,150,83.86769700050354
memetico,11,1546.3449638799286,279.14249300149766,623.9503297831941,2.5950050725876146,150,83.80996346473694
memetico,12,1561.1477792988155,287.2950380879685,624.350372644279,2.6301531203868445,150,81.28239464759827
memetico,13,1541.8998791189179,285.24051415220924,623.1919294610237,2.612025838344476,150,82.9964451789856
memetico,14,1550.6752943802044,282.1825809216698,623.9464590504983,2.60729833462019,150,81.91020917892456
memetico,15,1542.981977192989,286.86925632279804,623.1551001784838,2.6179434146893694,150,83.27537703514099
memetico,16,1546.0236908357172,285.76402431952613,623.4042014856681,2.616136023843424,150,82.88794302940369
memetico,17,1542.136695652965,285.2650772933177,623.1815036167857,2.6122112296853306,150,82.44307804107666
memetico,18,1550.2952201214002,286.2896148954876,623.6463676022856,2.6203697086679716,150,52.13566184043884
memetico,19,1543.549267165515,279.2588410474714,623.7701665258105,2.593737674968344,150,52.45816922187805
memetico,20,1546.2154919819739,284.4766391321895,623.461998142265,2.612023207111045,150,51.964081048965454
memetico,21,1551.3648758218774,283.73024530304343,623.8856627239795,2.612715154717245,150,52.70843482017517
memetico,22,1543.5072807897159,284.88910247685686,623.3331903931006,2.611859968260239,150,52.19984841346741
memetico,23,1543.6022772258038,284.12497605679613,623.3599927903983,2.60939866755041,150,52.785417556762695
memetico,24,1550.1499594240574,287.5281668801917,623.6045234407547,2.624365807561365,150,53.46599006652832
memetico,25,1548.8566594240574,287.4630914083608,623.4715771009879,2.6233123159794047,150,52.98087978363037
memetico,26,1542.9182372047294,285.09959291825527,623.2390076455825,2.612132534490238,150,42.30457353591919
memetico,27,1542.5685820645376,283.31768626520886,623.3287653888914,2.6061462434242384,150,41.419212341308594
