variante,semilla,cruce,mutacion,tiempo,makespan,balance,energia,score_agregado,tamano_frente
NSGA2_one_point,14,one_point,swap,32.92346549034119,1542.7892219279556,278.482679803255,623.7260177850046,2.5907073785724535,63
NSGA2_one_point,16,one_point,swap,33.24683141708374,1553.7220428783346,280.5059201562213,624.2416288417156,2.6036545107814035,58
NSGA2_one_point,18,one_point,swap,33.16874980926514,1548.433816546272,277.18329786613276,624.2481379776339,2.589944288747341,61
NSGA2_one_point,21,one_point,swap,20.657756090164185,1546.156904188331,281.98173322366074,623.6920500980116,2.6040062058368605,63
NSGA2_one_point,20,one_point,swap,21.216408252716064,1561.1477792988155,285.36435872455354,624.4719400945177,2.6238911902948496,76
NSGA2_one_point,22,one_point,swap,20.887882947921753,1550.7753133404926,279.76743206059075,624.1992063375059,2.599658915449605,54
NSGA2_one_point,23,one_point,swap,20.993285655975342,1544.1465452639711,278.15710000119253,623.7265010942594,2.590301464675379,61
NSGA2_one_point,24,one_point,swap,21.086641788482666,1546.3666630733867,281.8375538794061,623.751165333516,2.6037149378016413,80
NSGA2_one_point,25,one_point,swap,21.44023561477661,1553.6766939034899,280.8259384562602,624.2394426267989,2.6046954407966103,70
NSGA2_one_point,26,one_point,swap,21.24630641937256,1561.5599400451788,278.34556231648264,624.969002280278,2.6014113714779286,67
NSGA2_one_point,27,one_point,swap,21.139061450958252,1545.9005386806073,283.14200663427135,623.5875743985265,2.6075963501191035,74
NSGA2_one_point,28,one_point,swap,33.06594157218933,1578.032295514058,279.4685712804451,625.9751406323222,2.6148282529284965,70
NSGA2_one_point,29,one_point,swap,33.34193730354309,1542.9111622138896,282.9975911138083,623.4339570384122,2.605400823445942,72
NSGA2_mutacion_insert,14,uniforme,insert,21.11839270591736,1562.9398971852204,285.8866798838382,624.60284783822,2.626715330831433,81
NSGA2_mutacion_insert,16,uniforme,insert,21.21237564086914,1563.3121400451785,284.41607674450785,624.7091995993321,2.6221513728842805,78
NSGA2_mutacion_insert,15,uniforme,insert,21.579435348510742,1558.5622174118776,286.56165407590004,624.244034793566,2.6262638148545094,80
NSGA2_mutacion_insert,17,uniforme,insert,21.733405113220215,1561.695159424058,286.5099791559985,624.4549868371907,2.6279593961899157,81
NSGA2_mutacion_insert,18,uniforme,insert,21.632694244384766,1567.2377810290666,285.40941377607567,624.9301405999357,2.627740946815646,81
NSGA2_mutacion_insert,19,uniforme,insert,21.558098077774048,1554.6723065911083,283.8335509249873,624.1441089963017,2.615082431135467,78
NSGA2_mutacion_insert,20,uniforme,insert,21.68590545654297,1561.2611765671095,286.50682448626804,624.4097749668057,2.6276673008094087,82
NSGA2_mutacion_insert,0,uniforme,insert,33.60964894294739,1564.598760180791,286.18232644408664,624.6908332394685,2.6286559442937345,81
NSGA2_mutacion_insert,4,uniforme,insert,33.24557113647461,1566.3139666030297,280.4487314482263,625.1966264484604,2.611124125912451,83
NSGA2_mutacion_insert,1,uniforme,insert,33.54780650138855,1569.320597213319,286.7971512475893,624.9271030342313,2.6334038070999064,83
NSGA2_mutacion_insert,2,uniforme,insert,33.537601709365845,1566.0811990785871,286.2603912023043,624.7474869593848,2.6297383134889527,83
NSGA2_mutacion_insert,3,uniforme,insert,33.584646463394165,1555.6003283492055,285.4261095195314,624.1346279254586,2.620841426276077,82
NSGA2_mutacion_insert,21,uniforme,insert,21.796762704849243,1567.7719412885717,285.7390073070315,624.9265618384261,2.6291015595321428,81
NSGA2_mutacion_insert,5,uniforme,insert,33.59998297691345,1567.1119736919068,286.50439722442087,624.8028099179134,2.631146087000566,80
NSGA2_mutacion_insert,7,uniforme,insert,33.60746788978577,1561.937460332162,284.4093649957124,624.6305816931059,2.621329349237178,79
NSGA2_mutacion_insert,6,uniforme,insert,34.14243030548096,1568.6979546642995,282.56373536029594,625.2688676239518,2.619469334662591,82
NSGA2_mutacion_insert,10,uniforme,insert,33.78056836128235,1556.6951594240577,286.10122158482983,624.1778763648061,2.62370099884928,82
NSGA2_mutacion_insert,8,uniforme,insert,34.19600510597229,1567.0601090844023,287.2361071703805,624.7689621450078,2.6335108338887188,80
NSGA2_mutacion_insert,9,uniforme,insert,34.059645652770996,1559.9685108664203,286.2071245608504,624.3762879294168,2.625974129582831,83
NSGA2_mutacion_insert,11,uniforme,insert,34.099278688430786,1563.6275292465878,285.84826512604644,624.6470290328815,2.6269942136618507,83
NSGA2_mutacion_insert,12,uniforme,insert,33.986350774765015,1561.6951594240577,286.45685836225397,624.4800685892285,2.6278181579517734,83
NSGA2_mutacion_insert,13,uniforme,insert,34.723276138305664,1587.478641314716,285.78516511822954,626.2181873971833,2.640953948285528,83
NSGA2_mutacion_insert,23,uniforme,insert,21.27273416519165,1566.3114051018777,286.3567873971926,624.7912621464393,2.630237273131732,81
NSGA2_mutacion_insert,24,uniforme,insert,21.532346487045288,1564.7688467751698,285.60384001160315,624.7419517655302,2.6268857259484477,81
NSGA2_mutacion_insert,25,uniforme,insert,21.861612796783447,1567.0404510734274,282.8687920484712,625.0847858535296,2.61939446453666,74
NSGA2_mutacion_insert,26,uniforme,insert,21.689716815948486,1553.8259594240571,286.42933672905167,623.9417166975577,2.6230227450434738,81
NSGA2_mutacion_insert,27,uniforme,insert,21.823920249938965,1563.162938265391,284.1384135252538,624.6700954424858,2.621095364848997,75
NSGA2_mutacion_insert,28,uniforme,insert,21.8048152923584,1566.7760406595148,287.1818062802098,624.7718612229172,2.6331919382489097,79
NSGA2_mutacion_insert,22,uniforme,insert,33.65033268928528,1562.444766393765,286.49261580623073,624.5151390850234,2.628362253624828,82
NSGA2_mutacion_insert,29,uniforme,insert,34.14824938774109,1554.8566594240576,287.1166819884678,623.9469556953937,2.625836730190817,80
NSGA2_mutacion_invert,0,uniforme,invert,21.17854881286621,1553.326572829201,277.1530572411474,624.6548943212323,2.592870945296376,72
NSGA2_mutacion_invert,6,uniforme,invert,21.365235567092896,1552.405886947252,281.37338158571123,624.1306391536356,2.6057294142169045,68
NSGA2_mutacion_invert,1,uniforme,invert,33.04290819168091,1548.1209296585669,277.0095683422737,624.1043535042195,2.5890033405000334,64
NSGA2_mutacion_invert,2,uniforme,invert,33.0196692943573,1555.1447338292269,286.3417573451634,623.942385788455,2.62339115681057,70
NSGA2_mutacion_invert,5,uniforme,invert,33.156757831573486,1568.1368710132033,272.6747439580977,626.3525546376001,2.5877736124682604,28
NSGA2_mutacion_invert,4,uniforme,invert,33.40337586402893,1552.386373116998,281.3281039785302,624.1824445979277,2.6056427397220676,68
NSGA2_mutacion_invert,3,uniforme,invert,33.57987070083618,1563.758874248892,283.0937139426099,624.7709914058606,2.618055137989137,71
NSGA2_mutacion_invert,7,uniforme,invert,33.256009340286255,1556.5061910862937,278.58073051370354,624.6008277352585,2.5991424273534802,62
NSGA2_mutacion_invert,8,uniforme,invert,33.40123462677002,1559.334504292544,278.83572204157576,624.6505572909882,2.6014775979386506,60
NSGA2_mutacion_invert,10,uniforme,invert,33.56761837005615,1561.2924763631033,278.19549742002306,625.0450934792327,2.6008861250281514,64
NSGA2_mutacion_invert,9,uniforme,invert,33.58582305908203,1550.3619743883385,277.2176945105864,624.328649609229,2.5911380397664514,69
NSGA2_mutacion_invert,11,uniforme,invert,33.56332850456238,1552.7290589294028,278.2613051619848,624.4571173431656,2.5959838095425063,61
NSGA2_mutacion_invert,12,uniforme,invert,33.488311767578125,1552.077357287818,276.5503356536081,624.5065837041692,2.5900253932571298,42
NSGA2_mutacion_invert,13,uniforme,invert,33.71348857879639,1543.758236123555,278.5803597310781,623.7933106123497,2.5916136180401566,60
NSGA2_mutacion_invert,14,uniforme,invert,33.747164726257324,1550.9527475280363,278.68275413976426,624.1746508836253,2.5960969602541253,70
NSGA2_mutacion_invert,16,uniforme,invert,21.240975856781006,1561.5774183060482,284.8830621968884,624.3745718117591,2.6223625904927843,69
NSGA2_mutacion_invert,15,uniforme,invert,33.96342945098877,1562.4498565813794,280.7507944650872,624.8120387724565,2.6096495366587753,66
NSGA2_mutacion_invert,17,uniforme,invert,21.3239688873291,1548.3671453331667,282.3531032128078,623.80669330607,2.606513002384614,73
NSGA2_mutacion_invert,18,uniforme,invert,21.305525302886963,1555.2011841052692,279.1647222607217,624.4340806424763,2.600198352887149,60
NSGA2_mutacion_invert,19,uniforme,invert,21.714763164520264,1552.7862317613433,283.5855244900475,624.0393131196736,2.613162930542268,74
NSGA2_mutacion_invert,20,uniforme,invert,21.574037075042725,1557.5977091520017,276.74226704016553,624.7912881817938,2.5938320611600676,54
NSGA2_mutacion_invert,21,uniforme,invert,21.804184913635254,1555.5179095899744,280.38360460257627,624.2444090034619,2.6041486972847108,70
NSGA2_mutacion_invert,22,uniforme,invert,21.516928911209106,1550.4618389871132,280.14245403811555,624.1695727704622,2.6007099178641258,70
NSGA2_mutacion_invert,23,uniforme,invert,21.35265064239502,1556.504279165502,284.80660198971077,624.1634347576888,2.619269529202295,70
NSGA2_mutacion_invert,24,uniforme,invert,33.48625040054321,1552.1643100242507,272.1079969089714,625.0828302543346,2.57608428316727,48
NSGA2_mutacion_invert,26,uniforme,invert,32.271371841430664,1556.2912544661185,280.05879795858516,624.5495554324725,2.6038886043794944,57
NSGA2_mutacion_invert,25,uniforme,invert,32.63559174537659,1562.2609176828842,279.1100631289168,624.8754560915163,2.6041765589257118,62
NSGA2_mutacion_invert,28,uniforme,invert,32.42816495895386,1565.440185036197,279.9195551306629,625.1898173613887,2.6089135868032445,63
NSGA2_mutacion_invert,29,uniforme,invert,32.25801205635071,1552.9765185652952,276.270068489635,624.7520008195946,2.5898913458951376,59
NSGA2_mutacion_invert,27,uniforme,invert,33.53539848327637,1559.094512837413,280.47688254398923,624.7318847404159,2.6069443192897412,70
Memetico_completo,11,uniforme,swap,17.26999306678772,1559.0427822178406,280.69242170527497,624.5971038244292,2.6074443736852118,71
Memetico_completo,12,uniforme,swap,17.03062868118286,1550.3768426547297,277.2498914880534,624.2693774012869,2.5911681225750955,68
Memetico_completo,9,uniforme,swap,19.10772967338562,1555.347292974959,271.0374008530229,625.2579924409807,2.5743573528180046,50
Memetico_completo,5,uniforme,swap,21.36126947402954,1558.2511722442512,278.26367538060936,624.7440940668087,2.5991627336767404,64
Memetico_completo,13,uniforme,swap,17.19818925857544,1557.7069506510154,280.0312455088769,624.563943844285,2.6045251658469333,67
Memetico_completo,14,uniforme,swap,17.210532188415527,1543.225765754756,279.6752941533657,623.6401521902932,2.594778366517587,65
Memetico_completo,15,uniforme,swap,17.267771005630493,1552.2110809011565,281.35116366129364,624.061879326859,2.6054597231218315,68
Memetico_completo,16,uniforme,swap,16.98912811279297,1559.365675007309,280.9598576150923,624.6148263287259,2.6085225909759515,65
Memetico_completo,0,uniforme,swap,25.70994758605957,1547.0552400326353,279.44304769448564,623.9581730345519,2.5963732642853916,73
Memetico_completo,17,uniforme,swap,16.929264545440674,1552.5848529945256,282.95604509825324,624.0440809353131,2.610970787684745,70
Memetico_completo,1,uniforme,swap,26.556659936904907,1561.721202311909,279.5128029702653,624.8864894906355,2.605264929376794,69
Memetico_completo,2,uniforme,swap,25.97348976135254,1548.4586734275829,276.7694612607135,624.1166973131507,2.588389489458766,53
Memetico_completo,6,uniforme,swap,26.1807644367218,1552.6517288226391,283.7348913498185,623.8721550010359,2.613354771293147,69
Memetico_completo,3,uniforme,swap,26.35847806930542,1562.8306943200423,278.06003023008003,625.1108859328535,2.6012976659262694,65
Memetico_completo,4,uniforme,swap,26.42052459716797,1559.9985792988157,282.98374948481217,624.5237533831665,2.615455245146163,74
Memetico_completo,7,uniforme,swap,26.13371753692627,1554.4082943848302,278.8887311002295,624.4477026930077,2.5989013975641435,70
Memetico_completo,8,uniforme,swap,26.128963232040405,1546.0376652923846,287.82510027301475,623.3198089492589,2.622892703483754,66
Memetico_completo,10,uniforme,swap,26.09357213973999,1547.1320295335909,278.7834362099378,623.9691272037469,2.594228602900512,60
Memetico_completo,18,uniforme,swap,15.862559080123901,1557.3533579658335,284.100600455031,624.2695148001144,2.617492273071279,78
Memetico_completo,19,uniforme,swap,15.903346538543701,1560.2163222287068,281.32469700837345,624.6560516691651,2.6102229392410723,70
Memetico_completo,21,uniforme,swap,16.006981134414673,1554.0319957918339,282.17922706084596,624.139487026951,2.6092412600420003,72
Memetico_completo,22,uniforme,swap,16.395490407943726,1551.4496594240572,282.37210089825265,624.009877616614,2.608407848348986,72
Memetico_completo,23,uniforme,swap,16.31864333152771,1554.218961106925,278.30056539420843,624.524742616582,2.596956235605465,72
Memetico_completo,26,uniforme,swap,16.387505531311035,1563.653641393798,281.5624849806775,625.0213340044429,2.613256057305504,72
Memetico_completo,25,uniforme,swap,16.84983205795288,1554.7321726749597,284.3150088471544,624.0985149352096,2.6166520895449605,74
Memetico_completo,28,uniforme,swap,16.614752292633057,1552.982079405797,277.1317821305142,624.3666240907706,2.592215966934285,54
Memetico_completo,20,uniforme,swap,25.522247552871704,1560.8913978172993,279.91639553861376,624.8488152377131,2.606141515329333,68
Memetico_completo,24,uniforme,swap,27.004190683364868,1563.2739341101658,282.2925345067216,624.8096600523122,2.6151973107236484,76
Memetico_completo,27,uniforme,swap,26.683570861816406,1550.052800840214,280.6907302211614,624.0401676718781,2.602148121640947,74
Memetico_completo,29,uniforme,swap,26.964011907577515,1548.3798446465278,274.8079798361486,624.4950840650563,2.582352356155744,73
Memetico_sin_filtro,0,uniforme,swap,23.318477392196655,1561.902720307245,284.77097879320075,624.5255761892563,2.6223673506870386,100
Memetico_sin_filtro,1,uniforme,swap,23.455032110214233,1548.0573287191683,277.0254933517407,624.17322280561,2.589123008111496,100
Memetico_sin_filtro,3,uniforme,swap,23.36791491508484,1555.213490548439,282.51686865265833,624.2912121814197,2.61117422961368,100
Memetico_sin_filtro,2,uniforme,swap,23.4445219039917,1557.3143377013187,275.72348194783694,625.0660440669932,2.590686933534392,100
Memetico_sin_filtro,4,uniforme,swap,23.78636360168457,1561.290498179121,282.1673305879201,624.6428763431207,2.613549983920419,100
Memetico_sin_filtro,5,uniforme,swap,23.911924123764038,1554.5728252954134,282.5859893074883,624.1752950513577,2.6109187032698453,100
Memetico_sin_filtro,12,uniforme,swap,16.002145767211914,1559.002587314057,283.3908091023071,624.4530628068328,2.6162131280078134,100
Memetico_sin_filtro,13,uniforme,swap,15.75359582901001,1550.723841301274,285.08763331779386,623.9123119041841,2.6169573344302126,100
Memetico_sin_filtro,6,uniforme,swap,24.406736373901367,1552.753610880532,283.5799145876667,624.0346204300579,2.613121216584952,100
Memetico_sin_filtro,14,uniforme,swap,15.752433061599731,1547.322789747396,282.19688620826577,623.7739422959871,2.605423314085994,100
Memetico_sin_filtro,7,uniforme,swap,24.013463735580444,1554.7702697822162,282.46898712411553,624.191062980974,2.6106499438490753,100
Memetico_sin_filtro,8,uniforme,swap,24.119086503982544,1550.9488228473813,283.94620529520904,623.8162099996279,2.6131277766929033,100
Memetico_sin_filtro,9,uniforme,swap,24.2019145488739,1554.229905048833,283.21848256219135,624.1419289867466,2.612807888188978,100
Memetico_sin_filtro,10,uniforme,swap,24.40725564956665,1554.9742100581427,284.75835025176815,624.1516961404618,2.6183268860689584,100
Memetico_sin_filtro,15,uniforme,swap,16.0345561504364,1559.550569537995,284.526977956638,624.4883104826818,2.62032470245686,100
Memetico_sin_filtro,16,uniforme,swap,16.131714344024658,1554.3073434134496,279.51774177448925,624.4135533704045,2.6008988395794095,100
Memetico_sin_filtro,11,uniforme,swap,24.48152780532837,1560.044740782267,283.86240376215295,624.6153892371898,2.6185380818419146,100
Memetico_sin_filtro,17,uniforme,swap,16.19185996055603,1551.6302718954585,282.2312852773515,624.005894250147,2.6080230786581584,100
Memetico_sin_filtro,18,uniforme,swap,16.293376684188843,1557.3505416584292,281.09891729123467,624.6067579111094,2.607967030244439,100
Memetico_sin_filtro,19,uniforme,swap,16.229784965515137,1558.9342714433867,282.229857889003,624.4984609030613,2.612373987117981,100
Memetico_sin_filtro,29,uniforme,swap,15.284560680389404,1559.5861421551713,284.34701316733305,624.4683333963505,2.6197140674396726,100
Memetico_sin_filtro,20,uniforme,swap,24.703513383865356,1562.1084944946388,282.2599517612921,624.7682908025711,2.6144468828362517,100
Memetico_sin_filtro,27,uniforme,swap,21.37178945541382,1555.9760253994273,284.2433111771244,624.2002579907469,2.6171803708959573,100
Memetico_sin_filtro,21,uniforme,swap,24.680254697799683,1554.1951086461631,283.02541493800874,624.1781487108597,2.612198673703386,100
Memetico_sin_filtro,24,uniforme,swap,24.179290294647217,1559.2572007949652,283.2169983974967,624.4367238909783,2.615737724423869,100
Memetico_sin_filtro,22,uniforme,swap,24.353174448013306,1543.6314612353092,285.0909357594419,623.3435244607844,2.612609599045486,100
Memetico_sin_filtro,23,uniforme,swap,24.342681646347046,1544.89786928597,283.7688661039002,623.5685335130328,2.609157345722223,100
Memetico_sin_filtro,25,uniforme,swap,24.326781511306763,1555.8189583727537,283.76984973635234,624.3899610506174,2.6157946369512906,100
Memetico_sin_filtro,26,uniforme,swap,24.498705863952637,1560.5982101185725,282.3702330927289,624.6040040809311,2.613824649769713,100
Memetico_sin_filtro,28,uniforme,swap,24.137293338775635,1550.3880068247715,281.7751707346242,624.0644743549155,2.605965250177679,100
Memetico_sin_busqueda_local,0,uniforme,swap,16.93239998817444,1561.1593881902693,282.90333723405934,624.6044989723683,2.6158829595977635,73
Memetico_sin_busqueda_local,3,uniforme,swap,16.735257625579834,1561.231658014099,282.00393334471033,624.5663242258762,2.61286654619305,66
Memetico_sin_busqueda_local,9,uniforme,swap,16.93989896774292,1552.2081088670443,282.89105796982875,624.060548522556,2.610589316984222,76
Memetico_sin_busqueda_local,8,uniforme,swap,17.17728853225708,1544.8116777854077,283.0703438455791,623.5364387664479,2.6067399928062267,78
Memetico_sin_busqueda_local,12,uniforme,swap,17.05947780609131,1561.0659067560687,283.35717508153647,624.5729946405746,2.61730400551731,75
