tamano_poblacion,num_generaciones,prob_cruce,prob_mutacion,cada_k_gen,max_iter_local,semilla,makespan,balance,energia,tamano_frente,score_agregado,tiempo
100,400,0.6,0.1,5,5,19,1554.318553036612,279.0406280438185,624.3318481827275,100,2.5991973435920737,24.782819032669067
100,400,0.6,0.1,5,5,21,1560.9275233140572,284.97771023476054,624.5115436970443,100,2.6225488105781984,24.797917366027832
100,400,0.6,0.1,5,5,22,1548.1279942684043,284.2299556570026,623.5393158954166,100,2.612267633936711,24.81699848175049
100,400,0.6,0.1,5,5,18,1549.8962714001887,279.2677571184613,624.0625895047608,100,2.5973586444351,24.924866676330566
100,400,0.6,0.1,5,5,23,1558.4015035566906,276.5767571162907,624.7820060766804,100,2.5936689984660006,24.80302667617798
100,400,0.6,0.1,5,5,24,1565.2341177988167,284.9871913080395,624.7668983098378,100,2.6250985037021652,24.96377182006836
100,400,0.6,0.1,5,5,25,1560.1015411319718,281.96383750826675,624.6060070205392,100,2.6122245246705025,24.93618106842041
100,400,0.6,0.1,5,5,3,1562.3405097510426,278.2400887310184,624.9237833709274,100,2.601385479270717,39.041236877441406
100,400,0.6,0.1,5,5,2,1552.021841640358,280.22789783334827,624.1528166903349,100,2.6017507945841993,39.1769962310791
100,400,0.6,0.1,5,5,4,1562.6253238393795,281.5938968820039,624.7396028247958,100,2.612444131752268,39.19422459602356
100,400,0.6,0.1,5,5,8,1551.8246773232393,281.4035761508589,624.0585494945705,100,2.605436472728155,39.1679003238678
100,400,0.6,0.1,5,5,5,1564.180519750114,284.330384361319,624.6406703181401,100,2.6222020224863205,39.25915241241455
100,400,0.6,0.1,5,5,6,1576.6610180319205,289.47729954753953,625.0419858196415,100,2.6461719634405796,39.28551483154297
100,400,0.6,0.1,5,5,7,1552.6561600491075,283.74154680603084,623.9965778578687,100,2.613556918698755,39.50323247909546
100,400,0.6,0.1,5,5,9,1562.5929041153247,282.0899202548928,624.7473897456061,100,2.61409245730579,39.56041383743286
100,400,0.6,0.1,5,5,12,1555.501337349206,280.61732712600633,624.330964179436,100,2.6050431364938187,40.018089294433594
100,400,0.6,0.1,5,5,13,1553.3755370824622,284.5690934357552,623.9856278141583,100,2.616659453061594,40.17839860916138
100,400,0.6,0.1,5,5,11,1564.2528831505206,281.9713173578213,624.8717443303631,100,2.6147047532399452,40.29189491271973
100,400,0.6,0.1,5,5,10,1562.3825237179751,284.5007381377091,624.5878861312951,100,2.621795464410344,40.33355927467346
100,400,0.6,0.1,5,5,16,1554.8152794240573,279.90480043286135,624.4019201959128,100,2.602426384291918,40.16182279586792
100,400,0.6,0.1,5,5,15,1551.5109097095763,280.86391138961847,624.0810333343478,100,2.6035128261549656,40.33002495765686
100,400,0.6,0.1,5,5,14,1552.0655907050573,285.01083081472535,623.9157910167015,100,2.617377170949282,40.36825394630432
100,400,0.6,0.1,5,5,17,1552.5815069006576,280.9712971549797,624.1045456225398,100,2.6044396662848417,40.33469009399414
100,400,0.6,0.1,10,3,0,1566.40119879579,285.3682519656988,624.7871994859371,100,2.6269812480729917,20.30616569519043
100,400,0.6,0.1,10,3,1,1547.6096625703815,280.9863709542689,623.836311884144,100,2.6016207990624833,20.330515384674072
100,400,0.6,0.1,10,3,2,1554.5317682796638,278.1350951584016,624.5449561996176,100,2.5965899482863386,20.434210062026978
100,400,0.6,0.1,10,3,3,1545.8376088702987,277.0316554863231,623.9577067932248,100,2.587725808617976,20.436412572860718
100,400,0.6,0.1,5,5,26,1550.3769994240567,276.6117706057738,624.1751893064945,100,2.5889065769310284,25.140336513519287
100,400,0.6,0.1,5,5,28,1555.1788698533962,281.86067390068774,624.2832992595468,100,2.6089582992521527,25.06465196609497
100,400,0.6,0.1,5,5,27,1558.0935833140584,286.40991828761366,624.0335361255965,100,2.6252229994618315,25.280017852783203
100,400,0.6,0.1,5,5,29,1548.8514730360753,281.24159013440374,623.931167530212,100,2.603227942961591,25.21692943572998
100,400,0.6,0.1,10,3,4,1555.064962248728,278.33069684085945,624.4487916065234,100,2.597371172888929,32.54528784751892
100,400,0.6,0.1,10,3,5,1562.207955887598,282.4062812181623,624.725115287368,100,2.614922699081532,32.61136531829834
100,400,0.6,0.1,10,3,8,1552.9542647163576,281.57790783128917,624.1463414097258,100,2.6067077890477983,32.540589809417725
100,400,0.6,0.1,10,3,7,1560.147787198863,279.54304055192534,624.6167307919213,100,2.6041936441895466,32.70610022544861
100,400,0.6,0.1,10,3,6,1553.1636689608006,281.8583392183607,624.1115116338801,100,2.6076975056376215,32.93697166442871
100,400,0.6,0.1,10,3,9,1557.4472931243376,280.98319634268364,624.5295088213232,100,2.607519313639671,32.81846213340759
100,400,0.6,0.1,10,3,10,1553.295308869981,280.628175036188,624.2038082454237,100,2.6037946306205084,32.792266845703125
100,400,0.6,0.1,10,3,11,1548.0620896375995,281.7853237433772,623.7859119521561,100,2.604438188656947,32.971646547317505
100,400,0.6,0.1,10,3,12,1556.7124093383143,280.22184896666863,624.4417961354869,100,2.604488743323034,33.168911933898926
100,400,0.6,0.1,10,3,16,1567.7388868276512,281.9137991797294,625.2556064913194,100,2.616804402333856,33.02733087539673
100,400,0.6,0.1,10,3,14,1555.4685470501188,279.7797706380832,624.4103308993646,100,2.6023482674130003,33.13762402534485
100,400,0.6,0.1,10,3,13,1554.788593788887,283.16089190403835,624.1583606743473,100,2.6129187375379246,33.404566526412964
100,400,0.6,0.1,10,3,18,1551.4451601516018,281.1718653134096,623.9817252720632,100,2.604364595794876,33.148260831832886
100,400,0.6,0.1,10,3,15,1551.8608465819543,278.7231748245155,624.2594409578672,100,2.5968068740744106,33.38139510154724
100,400,0.6,0.1,10,3,17,1557.448359424057,283.39062419332566,624.3251399361995,100,2.6152526507414944,33.38147711753845
100,400,0.6,0.1,10,3,19,1556.5525408100377,280.97450857258724,624.4248283195012,100,2.606893434674835,33.24642992019653
100,400,0.6,0.1,10,3,20,1556.2544228152096,280.2142136952548,624.5471837001787,100,2.604384852820614,20.52366352081299
100,400,0.6,0.1,10,3,21,1551.6069881098808,283.41371992938934,623.8931783860243,100,2.6117918629424635,20.465384483337402
100,400,0.6,0.1,10,3,22,1555.3350085914549,283.8024578249601,624.257974611059,100,2.615472803632821,20.358310222625732
100,400,0.6,0.1,10,3,23,1557.3457489305113,281.18243806121205,624.4738171140137,100,2.6080531210226487,20.563719987869263
100,400,0.6,0.1,10,3,24,1554.4018534943398,282.01720562619107,624.0926177196324,100,2.608819161291091,20.30044198036194
100,400,0.6,0.1,10,3,25,1547.0647091999354,281.82421506175916,623.7332220015624,100,2.6039938648080634,20.4225811958313
100,400,0.6,0.1,10,3,26,1553.8370136773945,281.2562613643151,624.1500745065686,100,2.606082341633893,20.480727434158325
100,400,0.6,0.1,10,3,27,1562.8056988904493,278.4064574162432,625.0389166420921,100,2.602337112226167,20.534029960632324
100,400,0.6,0.1,10,5,15,1555.491783953864,280.2340833279323,624.3656685247176,100,2.6038104581053503,21.463916301727295
100,400,0.6,0.1,10,5,14,1561.6814946318432,279.50157192136345,624.7941938920962,100,2.6050757878520328,21.67174744606018
100,400,0.6,0.1,10,5,16,1559.2961853453587,282.8905982075617,624.501758064345,100,2.6147621220279014,21.54009437561035
100,400,0.6,0.1,10,5,17,1556.3876204835733,284.82931323375567,624.2039322377462,100,2.6193447575510858,21.686459064483643
100,400,0.6,0.1,10,5,18,1557.9646194472498,280.5852804743985,624.6426436372328,100,2.606613211739095,21.4927179813385
100,400,0.6,0.1,10,5,19,1555.2106377825671,280.1674796462485,624.339733321534,100,2.6034108224571604,21.586820602416992
100,400,0.6,0.1,10,5,20,1550.5793559681942,282.8567107505016,623.9731073986359,100,2.609535533912392,21.600253105163574
100,400,0.6,0.1,10,5,21,1557.4028594240579,282.887111891068,624.3299355757334,100,2.6135583773142557,21.491087913513184
100,400,0.6,0.1,10,3,28,1553.6629926234464,279.0093915401591,624.304123792699,100,2.598725835435157,33.01868510246277
100,400,0.6,0.1,10,3,29,1553.9069160786714,284.5876289571426,624.0291794205044,100,2.6170491442114843,33.039310932159424
100,400,0.6,0.1,10,5,2,1553.098893376639,284.0949952969766,623.9577696045599,100,2.6149010066371368,34.67410850524902
100,400,0.6,0.1,10,5,0,1575.2597995378826,287.43379602906765,625.1393809283474,100,2.6387988116682344,34.98874831199646
100,400,0.6,0.1,10,5,1,1564.345644572975,285.3276641206919,624.5360224254858,100,2.6254593537728215,34.859891414642334
100,400,0.6,0.1,10,5,3,1553.2473198509733,280.74030720604827,624.1203569381339,100,2.6040251938572676,35.027047872543335
100,400,0.6,0.1,10,5,4,1545.5423686334411,282.49919733123494,623.4905597573542,100,2.6051359750742,34.84533166885376
100,400,0.6,0.1,10,5,5,1556.0860662328353,280.48637004059304,624.2685892291038,100,2.6048098702456857,35.06314015388489
100,400,0.6,0.1,10,5,8,1552.9297380943983,283.25188051175354,624.1605056521935,100,2.612295669303797,35.60880208015442
100,400,0.6,0.1,10,5,6,1552.7614496290025,277.5651940262056,624.3491332288069,100,2.5935253714191964,35.849876403808594
100,400,0.6,0.1,10,5,7,1552.398041091268,285.8519325925996,623.749772364087,100,2.620109899231567,35.75555634498596
100,400,0.6,0.1,10,5,9,1565.3959739627037,279.79704622364767,625.0507886857156,100,2.608284505849295,35.66008138656616
100,400,0.6,0.1,10,5,11,1561.5098963944079,279.9990345020713,624.6247766637091,100,2.606406172723693,35.74352145195007
100,400,0.6,0.1,10,5,10,1558.8436440339385,280.1075991006672,624.7414821785459,100,2.6056016507028303,35.88938045501709
100,400,0.6,0.1,10,5,12,1557.635727319347,283.3224110375073,624.2331669817152,100,2.6149875675681007,35.79927968978882
100,400,0.6,0.1,10,5,13,1555.7125510633193,283.09328637802463,624.2570479873954,100,2.613296346297545,35.878714084625244
100,400,0.6,0.1,10,5,22,1562.3992701985394,282.7840814379771,624.7374258430204,100,2.616295276811127,21.65727424621582
100,400,0.6,0.1,10,5,23,1574.1039978192432,285.79832097835066,625.2885481599632,100,2.6329824233516903,21.949750661849976
100,400,0.6,0.1,10,5,24,1561.5599400451788,283.1286403438841,624.6062037310669,100,2.61683668126087,21.721868991851807
100,400,0.6,0.1,10,5,25,1554.4179687265676,279.7324544793591,624.3371678277135,100,2.6015607390483573,21.634136199951172
100,400,0.6,0.1,10,5,26,1553.0131275971112,284.51391907597707,624.0073456068516,100,2.6163253592044575,21.560882329940796
100,400,0.6,0.1,10,5,27,1563.0080118140572,282.25100153268784,624.7642137816854,100,2.6148609830850624,21.692960262298584
100,400,0.6,0.1,10,5,29,1546.9377983540187,280.33834364441935,623.7603222450036,100,2.5990162192941266,21.67386794090271
100,400,0.6,0.1,10,5,28,1550.8626732625632,280.76221374953553,624.0259231936789,100,2.6027709870254654,21.817302465438843
100,400,0.6,0.15,5,3,16,1560.0046190502583,282.6312326462314,624.5178563851856,100,2.6142747846104513,23.387590646743774
100,400,0.6,0.15,5,3,0,1554.5207485981318,276.7477283217881,624.7826331857439,100,2.592299420875136,37.737319231033325
100,400,0.6,0.15,5,3,1,1550.6887417812966,279.07607318718544,624.163515674242,100,2.597260113430184,37.71944284439087
100,400,0.6,0.15,5,3,17,1554.8286205984416,285.6186747138873,624.086271761963,100,2.621028376148316,23.520286560058594
100,400,0.6,0.15,5,3,18,1559.5026454787096,282.03002539675913,624.5689523734815,100,2.6120927679287638,23.364478588104248
100,400,0.6,0.15,5,3,3,1543.1463911684186,283.5732623179049,623.2032533315758,100,2.60710776521281,37.88762283325195
100,400,0.6,0.15,5,3,2,1556.401859424057,284.56244415088406,624.232085769161,100,2.6185025327423483,38.026591777801514
100,400,0.6,0.15,5,3,19,1559.0353280188713,281.92303938563657,624.572529296566,100,2.61150759905189,23.652884006500244
100,400,0.6,0.15,5,3,4,1561.5872454522826,283.0491652969646,624.6515526784317,100,2.616650201351878,38.413532972335815
100,400,0.6,0.15,5,3,6,1553.0658702414355,283.0997785568898,624.0443463435902,100,2.61169078699167,38.23242139816284
100,400,0.6,0.15,5,3,5,1560.0161209209257,284.6617365456435,624.5560639609691,100,2.621103464128278,38.42667055130005
100,400,0.6,0.15,5,3,20,1566.0413681918428,283.3839113120992,624.8876938952465,100,2.6203304273675565,23.479886293411255
100,400,0.6,0.15,5,3,7,1556.226342230534,281.1845647837253,624.3359146851691,100,2.6073035032779264,38.608519554138184
100,400,0.6,0.15,5,3,21,1562.77426195923,281.6566467345922,624.7815190045573,100,2.6127876472442897,23.536378145217896
100,400,0.6,0.15,5,3,22,1563.3121400451791,280.29531074827156,624.852162554351,100,2.608619719023044,23.443808555603027
100,400,0.6,0.15,5,3,23,1547.5722325011761,279.39747811364026,623.8512396391831,100,2.5963270999234602,23.480140686035156
100,400,0.6,0.15,5,3,9,1544.842177014316,278.9124750007986,623.6326663065884,100,2.5930331475192316,38.58402156829834
100,400,0.6,0.15,5,3,8,1556.8065467047002,278.1974850760022,624.5961180208441,100,2.5980083922068964,38.64459490776062
100,400,0.6,0.15,5,3,10,1561.6783089070916,284.37674053177193,624.5828765284436,100,2.6210228750762763,38.57175016403198
100,400,0.6,0.15,5,3,12,1558.6931531220127,284.31085160972276,624.4319851268848,100,2.619095108298489,38.79573607444763
100,400,0.6,0.15,5,3,11,1561.7029310675227,280.96156034729904,624.7645124619479,100,2.609910732113255,39.01950550079346
100,400,0.6,0.15,5,3,14,1545.0915129952339,282.9338741715461,623.559573631412,100,2.606458061304788,38.5836923122406
100,400,0.6,0.15,5,3,13,1566.2024785451786,284.2815854884775,624.8623222131356,100,2.6233669845386602,39.13331198692322
100,400,0.6,0.15,5,3,15,1562.5994785451794,280.16532330839453,624.8042643075171,100,2.6077616707398814,38.920527935028076
100,400,0.6,0.15,5,3,24,1562.96319345627,280.84289409425776,624.8676804887269,100,2.6102926920262233,23.55548667907715
100,400,0.6,0.15,5,3,27,1561.640617329075,283.397826913793,624.7256340574421,100,2.6179449232211454,23.699503183364868
100,400,0.6,0.15,5,3,28,1565.0999634611344,278.499125010462,625.252096506206,100,2.6040976791552586,23.561010122299194
100,400,0.6,0.15,5,5,1,1566.1871240578675,280.725699031596,625.0307484046007,100,2.611746961283683,25.747171878814697
100,400,0.6,0.15,5,5,5,1560.998065561574,283.41069495449256,624.508376150606,100,2.6173561723680567,25.72163677215576
100,400,0.6,0.15,5,5,7,1560.0193700688158,283.3094975805922,624.4786598228696,100,2.6164870481452436,25.87260866165161
100,400,0.6,0.15,5,5,8,1561.9382792988158,284.917686900578,624.5780527363526,100,2.622949123703267,25.92657780647278
100,400,0.6,0.15,5,5,9,1563.9528808349353,283.2382504074831,624.8594393678185,100,2.618760283729771,25.83722972869873
100,400,0.6,0.15,5,3,25,1560.7231857433508,279.9095869150708,624.9193743993914,100,2.606135512682947,38.005844593048096
100,400,0.6,0.15,5,3,26,1554.525113168242,282.6910092031533,624.1731319875212,100,2.611241823433948,38.36530375480652
100,400,0.6,0.15,5,3,29,1547.8252733307622,278.15340746429047,624.0790360546441,100,2.5926321416244127,37.95931029319763
100,400,0.6,0.15,5,5,0,1553.779111024347,281.7837392455304,624.3011811832461,100,2.6080275165923883,41.876128911972046
100,400,0.6,0.15,5,5,2,1554.4856751976963,280.15826149591254,624.3301133728968,100,2.603003871213171,41.985355615615845
100,400,0.6,0.15,5,5,3,1553.2154948572265,282.1951553012248,624.0723758293268,100,2.6087902305698294,41.802988052368164
100,400,0.6,0.15,5,5,4,1561.0288817240573,283.16644279893774,624.5520744581496,100,2.6166198327510823,41.95055842399597
100,400,0.6,0.15,5,5,6,1554.5749219627116,282.0715876591487,624.1908792527599,100,2.6092273425872228,42.234288692474365
100,400,0.6,0.15,5,5,11,1562.905171789364,285.12747922183405,624.599307865581,100,2.624162242156387,42.22339940071106
100,400,0.6,0.15,5,5,10,1552.2148316877274,283.38041842300424,624.0269940226913,100,2.6121759449053417,42.33582282066345
100,400,0.6,0.15,5,5,12,1557.013051238372,284.0874824047691,624.1068997609949,100,2.6170460856745996,42.2609179019928
100,400,0.6,0.15,5,5,14,1550.8449576662026,278.1419625185861,624.2080079780362,100,2.594288079577964,42.04336738586426
100,400,0.6,0.15,5,5,15,1552.9807357636287,277.38964272698996,624.5600526259817,100,2.5933511569136596,42.407695293426514
100,400,0.6,0.15,5,5,13,1562.1629400451786,284.5804447953255,624.5575131713986,100,2.621907971489958,42.56107807159424
100,400,0.6,0.15,5,5,17,1554.5726381249979,282.30737246265704,624.1834905018447,100,2.6100015946549435,42.150153398513794
100,400,0.6,0.15,5,5,16,1545.6935985501855,281.87548099452374,623.6031810140676,100,2.603293423086459,42.41452622413635
100,400,0.6,0.15,5,5,18,1559.5239292074705,279.3849822811979,624.8021654215577,100,2.6036197609051914,25.93454933166504
100,400,0.6,0.15,5,5,19,1554.953677476123,280.2794397199851,624.3145829718494,100,2.603619613478749,26.252933502197266
100,400,0.6,0.15,5,5,20,1563.0846353220759,283.2894666517772,624.670801669807,100,2.6182273993619245,25.806045293807983
100,400,0.6,0.15,5,5,21,1560.086248170601,279.37962140367165,624.9809231012658,100,2.6041384189088714,25.776491403579712
100,400,0.6,0.15,5,5,22,1563.1842253254247,283.79827656544427,624.6798536040944,100,2.619986158743852,25.740687370300293
100,400,0.6,0.15,5,5,23,1576.9079400451787,282.09361159821344,625.692659799259,100,2.622612665539385,26.080990076065063
100,400,0.6,0.15,5,5,24,1563.8812804676586,282.73954614426,624.77179414952,100,2.6169369285473434,25.93831729888916
100,400,0.6,0.15,5,5,25,1561.4432593662214,281.9602551684149,624.6647238963229,100,2.6129673239059077,25.993236780166626
100,400,0.6,0.15,10,3,12,1559.824095908415,282.1777252573231,624.5071983149644,100,2.612657605928567,20.926610946655273
100,400,0.6,0.15,10,3,13,1544.4673325711854,281.14846382348935,623.5864992329139,100,2.60023306841091,21.110885620117188
100,400,0.6,0.15,10,3,14,1559.0874625997112,284.84868338252073,624.4079729840023,100,2.621050732552071,20.939229488372803
100,400,0.6,0.15,10,3,15,1555.7058058972768,280.00124256396407,624.4338655970689,100,2.603238757586236,20.887994527816772
100,400,0.6,0.15,10,3,16,1545.5059594199445,283.53314535731784,623.4975643218313,100,2.60857427040841,20.80779719352722
100,400,0.6,0.15,10,3,18,1549.970806127217,277.62181346905095,624.2577454206743,100,2.5921882271328367,20.793866634368896
100,400,0.6,0.15,10,3,17,1565.3612113436238,281.6725894362861,625.027503911749,100,2.6144856712857405,20.854102611541748
100,400,0.6,0.15,10,3,19,1562.4858241823374,283.92649198978353,624.4818955399885,100,2.619781545685669,21.093912363052368
100,400,0.6,0.15,10,3,0,1552.2368514142977,281.79750794646645,624.0384367638792,100,2.6069269332866263,33.91927409172058
100,400,0.6,0.15,10,3,1,1552.8612213069573,281.48951027101384,624.1434535620222,100,2.606362483312128,34.038013219833374
100,400,0.6,0.15,10,3,2,1561.9737532379213,278.5479762187908,624.9587417840788,100,2.602278333230281,33.80475115776062
100,400,0.6,0.15,5,5,26,1555.2981594240578,284.70536643353466,624.1132410702546,100,2.618257312209889,41.94916343688965
100,400,0.6,0.15,5,5,27,1550.6168948000995,281.2110639345201,624.0582799692053,100,2.604190489042553,41.548407554626465
100,400,0.6,0.15,10,3,3,1544.067295070504,281.54470908673795,623.4049242391864,100,2.6010944743565494,34.16372871398926
100,400,0.6,0.15,5,5,28,1552.0939687958605,283.17413233389755,623.9622589183107,100,2.611335414441842,41.44980001449585
100,400,0.6,0.15,10,3,6,1550.2399637503756,281.79831489491846,623.9459958115821,100,2.605799120779557,33.98856163024902
100,400,0.6,0.15,10,3,4,1547.48159592526,282.6802025072607,623.7639260026481,100,2.607099462514425,34.09046530723572
100,400,0.6,0.15,10,3,5,1550.134683477994,280.1324877416545,624.039004074773,100,2.6003265924132353,34.04658842086792
100,400,0.6,0.15,10,3,7,1551.7043864861357,279.8261533184541,624.2537395694193,100,2.6003970941656567,33.94267416000366
100,400,0.6,0.15,10,3,9,1551.9254154472,281.28552766011114,624.2639112473962,100,2.605386720753584,34.185739040374756
100,400,0.6,0.15,10,3,8,1565.7689564701695,282.78847176012437,624.9062072605461,100,2.6182358706648508,34.329594373703
100,400,0.6,0.15,10,3,11,1562.0046329297243,280.1868901483756,624.7748878415872,100,2.6074941710188577,34.097466468811035
100,400,0.6,0.15,10,3,10,1552.3490520934909,283.0366624305341,624.0040797546409,100,2.611064467131346,34.36422061920166
100,400,0.6,0.15,5,5,29,1545.9423823562438,279.8157305466886,623.9035003235063,100,2.5969810077482833,41.61115288734436
100,400,0.6,0.15,10,3,20,1551.12653591693,277.26109796897725,624.4359042878624,100,2.591818219694859,21.132740259170532
100,400,0.6,0.15,10,3,21,1559.172400016179,278.6457184232593,624.9644292536435,100,2.601211588924159,21.20515727996826
100,400,0.6,0.15,10,3,22,1553.3143833287886,272.6072320040377,625.1307203282998,100,2.578391851194472,21.061039209365845
100,400,0.6,0.15,10,3,23,1558.5228907076403,278.3052057936756,624.7417943979161,100,2.5994337423773812,21.090574264526367
100,400,0.6,0.15,10,3,24,1563.5599400451788,283.7602434020363,624.7160276683026,100,2.6200989161269517,21.156558990478516
100,400,0.6,0.15,10,3,25,1561.1182437133057,281.85819083268836,624.7242946270088,100,2.6125497026708646,21.15357279777527
100,400,0.6,0.15,10,3,26,1558.7330600250214,284.43919889535834,624.3948557020868,100,2.61948984400002,21.2851083278656
100,400,0.6,0.15,10,3,27,1551.1976841666753,282.38161091275634,623.9907515972052,100,2.608286237883771,21.239797115325928
100,400,0.6,0.15,10,3,28,1561.6405693717193,283.7226147865389,624.7084839398274,100,2.619003025316933,33.9172260761261
100,400,0.6,0.15,10,3,29,1546.0318299731966,279.58168524460893,623.8273049668061,100,2.596136730040256,33.926745891571045
100,400,0.6,0.15,10,5,14,1557.547874919465,281.29817627028734,624.5450029613125,100,2.6086416721149464,22.01267099380493
100,400,0.6,0.15,10,5,15,1556.8771958453272,283.65769545877527,624.311647831979,100,2.615838032069027,22.375439405441284
100,400,0.6,0.15,10,5,0,1560.0389301352232,283.08146283261726,624.4832369137843,100,2.6157432510531704,35.94247484207153
100,400,0.6,0.15,10,5,16,1564.5031897949364,282.85907632513664,624.9794333890093,100,2.6179429446322224,22.01531481742859
100,400,0.6,0.15,10,5,1,1563.2379803093456,282.61274087432287,624.689872168981,100,2.6160755628342933,35.826701402664185
100,400,0.6,0.15,10,5,2,1556.8240183284393,283.33182250549436,624.2739761285117,100,2.614671383413741,35.79166102409363
100,400,0.6,0.15,10,5,3,1569.3986365383298,282.8600482442036,625.0794507788737,100,2.6205367897196634,36.10308027267456
100,400,0.6,0.15,10,5,5,1560.1740256485632,281.88094643741897,624.5721718036135,100,2.611936127335126,35.81029677391052
100,400,0.6,0.15,10,5,4,1563.9557240572271,283.16203426025817,624.8422441503925,100,2.618483086920511,35.893041133880615
100,400,0.6,0.15,10,5,6,1552.7115876652201,276.5254065379984,624.484374962635,100,2.5902276846201784,35.888423442840576
100,400,0.6,0.15,10,5,7,1562.6138652362442,285.7764587949955,624.3456648505262,100,2.625817506959335,35.97680592536926
100,400,0.6,0.15,10,5,8,1550.9043952528891,282.1767331489316,623.9529089980512,100,2.6074026066915277,35.838900327682495
100,400,0.6,0.15,10,5,17,1562.603855560355,278.7880545701882,624.8571385441451,100,2.6032484980772024,22.054524898529053
100,400,0.6,0.15,10,5,9,1557.3939251504676,276.6563974537056,624.8486392951427,100,2.593525867366361,35.91939878463745
100,400,0.6,0.15,10,5,10,1556.7047298126738,285.2311003746757,624.1872067191923,100,2.6208187090874353,36.07965874671936
100,400,0.6,0.15,10,5,11,1556.0420012951827,278.7079097372514,624.4700604680982,100,2.599147452821427,36.13241910934448
