tamano_poblacion,num_generaciones,prob_cruce,prob_mutacion,cada_k_gen,max_iter_local,prom_makespan,prom_balance,prom_energia,prom_tiempo,prom_score
100,400,0.6,0.5,5,3,1559.9209562068436,280.8080424704736,624.7339994903233,28.220551649729412,2.6084644284673666
100,400,0.6,0.5,5,5,1558.5763701701921,280.0551526909847,624.6952673485619,32.52722205320994,2.605227171219658
100,400,0.6,0.5,10,3,1558.6375166013488,280.8709084465814,624.625865311001,27.912944944699607,2.607877784519281
100,400,0.6,0.5,10,5,1558.5544924858443,280.56573793224175,624.6452030419464,28.117500241597494,2.606846662743651
100,400,0.6,0.5,20,3,1561.0747652504367,281.036784374931,624.7950696449586,28.492582003275555,2.609891049082072
100,400,0.6,0.5,20,5,1558.5159307838048,280.63586647254914,624.641813919757,26.091863830884297,2.6070563020905286
100,400,0.6,0.75,5,3,1558.8068322297295,279.2359735133774,624.7509335124473,32.772699840863545,2.6026913280820008
100,400,0.6,0.75,5,5,1559.242158044465,279.271583347013,624.8310683899256,36.69641703764598,2.6031421688312175
100,400,0.6,0.75,10,3,1557.7488401288356,280.63075849948774,624.5761345170541,28.08958387374878,2.6065619024680258
100,400,0.6,0.75,10,5,1557.5409861635276,278.81287925612554,624.7040076183428,30.85970003604889,2.6005810538664815
100,400,0.6,0.75,20,3,1556.8770513701413,279.00382439386226,624.7463469244691,28.688548111915587,2.6009460549852816
100,400,0.6,0.75,20,5,1556.765516105425,278.65117621367943,624.7287282010943,27.228653860092162,2.5996896238141596
100,400,0.6,0.1,20,3,1556.9023551303444,281.1162732068961,624.4290814357988,26.633287461598716,2.6075469664964435
100,400,0.6,0.1,20,5,1558.086272050004,281.32269730840585,624.5044544529035,26.65219322840373,2.6089346810333596
100,400,0.6,0.15,20,3,1558.5667035687557,282.1635644021337,624.4809297717875,25.28097271124522,2.611944180417853
100,400,0.6,0.15,20,5,1555.142096435823,281.1502236214932,624.3240932391411,27.565444946289062,2.606630022059757
100,400,0.6,0.2,20,3,1556.9305568989546,282.1696464637086,624.3871044707286,25.77935446103414,2.6110123444771656
100,400,0.6,0.2,20,5,1556.0302738754567,281.95482550855985,624.3543113956979,26.0928138256073,2.6097992858648777
100,400,0.6,0.25,20,3,1557.1930392991012,282.2430861223422,624.4266973333387,27.142292022705078,2.6114449457716518
100,400,0.6,0.25,20,5,1557.0128078645437,281.21761896500277,624.4426984122857,26.537154587109885,2.607959464880785
100,400,0.6,0.3,20,3,1555.2917928816776,280.3685678070241,624.4188931611026,25.46956442197164,2.6042347793610654
100,400,0.6,0.3,20,5,1557.1343409723013,281.21595007901055,624.4972031197451,27.165026553471883,2.6080925323491555
100,400,0.7,0.5,5,3,1556.8751939582774,280.89291096073106,624.5003279953395,31.576990365982056,2.6068906258892044
100,400,0.7,0.5,5,5,1556.77494345239,280.13436127185855,624.572098163271,34.2508291721344,2.604414530484682
100,400,0.7,0.5,10,3,1557.520008773466,280.30563913846186,624.5772038640729,28.188384795188902,2.6053652832255194
100,400,0.7,0.5,10,5,1557.952004706561,281.0547032393392,624.5994005723406,30.34002109368642,2.6081098711115644
100,400,0.7,0.5,20,3,1556.4407241420122,281.0303807563189,624.505563450442,26.652876758575438,2.607139102854605
100,400,0.7,0.5,20,5,1558.6329690002317,281.94775760015756,624.5639840304815,26.66414657433828,2.6113766060679953
100,400,0.7,0.75,5,3,1557.4568238605782,278.7217161709788,624.7805714959209,32.785562642415364,2.6003444727324867
100,400,0.7,0.75,5,5,1558.9120764483632,279.5084049483396,624.7680432014807,36.064328002929685,2.6036764973874296
100,400,0.7,0.75,10,3,1558.7523383127882,279.3603045341659,624.764158906526,28.492434700330097,2.6030974112796033
100,400,0.7,0.75,10,5,1559.537388046591,279.04269914082874,624.8843630199796,30.42735057671865,2.602602971664124
100,400,0.7,0.75,20,3,1557.1455226956023,280.73435998053867,624.5650831326308,28.07273225784302,2.6065897943295453
100,400,0.7,0.75,20,5,1557.9603651670973,280.8125140051727,624.6076827207647,27.902800504366557,2.607318585535216
100,400,0.7,0.1,20,3,1558.309187278096,282.4665475317276,624.4631134150783,25.378601423899333,2.6127999140996807
100,400,0.7,0.1,20,5,1556.6755734153367,281.92430987173105,624.3576355938197,26.87154797712962,2.6100249656998478
100,400,0.7,0.15,20,3,1554.4714389277644,281.9535974217276,624.2398566660354,25.503632068634033,2.608852268011596
100,400,0.7,0.15,20,5,1556.20196043502,282.68188315698796,624.2933397140424,26.175956273078917,2.6122215522370547
100,400,0.7,0.2,20,3,1555.3450965585378,282.15876706845614,624.28450275702,25.602060794830322,2.6100367757793896
100,400,0.7,0.2,20,5,1556.5247107795597,282.18091085781737,624.3606311727646,26.258261879285175,2.6108091504007396
100,400,0.7,0.25,20,3,1555.3587442349506,282.0846202639015,624.3021509866625,25.726937540372212,2.609821655359046
100,400,0.7,0.25,20,5,1554.7152586646641,281.8262682001175,624.2688938033847,26.33129723072052,2.60859122876613
100,400,0.7,0.3,20,3,1554.6730506169126,281.5437218297192,624.3011842696371,26.719278295834858,2.6076744327450974
100,400,0.7,0.3,20,5,1554.0245477624198,281.62489210725926,624.2557487954601,26.071993160247803,2.6075558410893986
100,400,0.8,0.5,5,3,1557.1494594549963,281.63225368668895,624.4783961725362,32.04981661637624,2.6094609032153224
100,400,0.8,0.5,5,5,1553.586842664188,280.6396455111045,624.3056869953031,35.22069873015086,2.6041241735052565
100,400,0.8,0.5,10,3,1556.8251082370743,280.92074930262703,624.524643874781,27.43116597334544,2.606993114472219
100,400,0.8,0.5,10,5,1554.6636669704062,280.46398602435136,624.3872786629906,29.74545300801595,2.6041936135611223
100,400,0.8,0.5,20,3,1556.399990146778,280.8474403653582,624.4800280819184,27.05468197663625,2.6064724554558953
100,400,0.8,0.5,20,5,1557.437012749736,282.3569216657594,624.4534057361462,26.394138248761497,2.6119845391695122
100,400,0.8,0.75,5,3,1557.8964759570558,278.5460480740761,624.8021304509178,32.109563970565794,2.6000095369648544
100,400,0.8,0.75,5,5,1557.8049233750069,280.0379378187562,624.6589389538956,36.6479575475057,2.60473216720797
100,400,0.8,0.75,10,3,1559.0010907255023,278.9390948477077,624.8258876832091,28.40396827061971,2.6019059391644572
100,400,0.8,0.75,10,5,1558.4541507089446,281.1430698951254,624.6096839898571,29.71813349723816,2.6086701902284957
100,400,0.8,0.75,20,3,1559.1995053599983,279.67990114377983,624.8222123004495,28.775430830319724,2.6044692502551454
100,400,0.8,0.75,20,5,1559.0437841603896,280.4767223593638,624.7132717884219,27.380397240320843,2.606891831071058
100,400,0.8,0.1,20,3,1556.0496155589435,281.411260887054,624.3370546192443,24.817890405654907,2.607972422097144
100,400,0.8,0.1,20,5,1556.8511035868482,281.83806056928836,624.3911602408709,27.55637067159017,2.6098731254637246
100,400,0.8,0.15,20,3,1557.999468937987,281.61431290260794,624.4926854378397,24.894011886914573,2.609846518579363
100,400,0.8,0.15,20,5,1556.6164466266093,282.1033132919965,624.3623048710566,26.055622506141663,2.6105987507690878
100,400,0.8,0.2,20,3,1555.317606238355,282.5949831500629,624.2432002047863,26.777348534266153,2.611418080578606
100,400,0.8,0.2,20,5,1552.863853782595,281.78028923220256,624.1209505898975,25.882143346468606,2.607300915650874
100,400,0.8,0.25,20,3,1554.075469671449,282.53699076538334,624.1447345712269,25.69107069969177,2.6104630391554218
100,400,0.8,0.25,20,5,1556.174367250051,283.1143683196543,624.2604898681274,26.829351488749186,2.6136024445021504
100,400,0.8,0.3,20,3,1556.9225383563682,282.3145130179439,624.3799799330742,26.296335752805074,2.6114810458090556
100,400,0.8,0.3,20,5,1556.5063921723,283.23009617607494,624.2992111042907,26.101165533065796,2.614209532536339
100,400,0.9,0.5,5,3,1557.2255335787593,281.200997737568,624.4811403727629,31.29060026804606,2.6080653407328396
100,400,0.9,0.5,5,5,1555.496880654797,281.9818465197682,624.3110575283564,34.074835673967996,2.6095608680528484
100,400,0.9,0.5,10,3,1556.4809645074288,281.2869165707526,624.4610052023824,28.63879028161367,2.6079506877786742
100,400,0.9,0.5,10,5,1555.755479852631,281.76421928675484,624.3619837384364,28.650722980499268,2.6090374952704076
100,400,0.9,0.5,20,3,1554.602677723262,281.667683188082,624.280159928964,26.531683452924092,2.6080224160537577
100,400,0.9,0.5,20,5,1554.918177218265,281.63311403835803,624.3433819447805,26.813584383328756,2.6081552524676312
100,400,0.9,0.75,5,3,1556.2428991938839,279.8492318646176,624.5750571765521,31.968845923741657,2.603202304159789
100,400,0.9,0.75,5,5,1556.8155636663216,280.10936614913675,624.5571901331126,34.52499756018321,2.604330226329968
100,400,0.9,0.75,10,3,1556.9479295988458,279.8117333603274,624.6222356046184,29.250767318407693,2.6034972221023494
100,400,0.9,0.75,10,5,1556.8870933266435,280.08932853096536,624.6156434723373,29.81828824679057,2.604382703869878
100,400,0.9,0.75,20,3,1556.0243913147617,280.8484912196049,624.489632576111,27.17637403011322,2.6063018795933655
100,400,0.9,0.75,20,5,1557.0954621484875,280.542847093494,624.5983967644376,28.14049230416616,2.6059739786684206
100,400,0.9,0.1,20,3,1557.3691811132833,282.06524968766723,624.4274868880475,24.993952798843384,2.610941356498458
100,400,0.9,0.1,20,5,1556.898955479957,281.1825861735562,624.4205322133546,26.012093297640483,2.6077540967185295
100,400,0.9,0.15,20,3,1557.2096298871884,282.4347551536959,624.384755189171,25.48149572213491,2.6120322204880626
100,400,0.9,0.15,20,5,1555.4160855224995,282.6245762033743,624.2411103196451,25.813551958401998,2.611562978181515
100,400,0.9,0.2,20,3,1557.1721693580282,282.56590844444617,624.3680804612304,25.310358587900797,2.612426846819402
100,400,0.9,0.2,20,5,1555.7741191595117,282.08270339188937,624.3143721006107,26.467669455210366,2.610040411982164
100,400,0.9,0.25,20,3,1554.984150131268,282.2059521633533,624.2584362977873,25.44816292921702,2.609976348416508
100,400,0.9,0.25,20,5,1553.7444672375138,281.7284821504874,624.1910861605812,26.187138096491495,2.607668725778355
100,400,0.9,0.3,20,3,1554.559161584952,282.25907428098094,624.2234144868866,26.093774350484214,2.6098908967103456
100,400,0.9,0.3,20,5,1553.7127787982015,282.53280574393904,624.1283004916165,26.78319399356842,2.61024426639073
100,400,0.95,0.5,5,3,1555.984489876282,282.3278396556855,624.3074017697687,31.14104565779368,2.610952760604382
