Configuracion,Metodo_Seleccion,Metodo_Cruce,Metodo_Mutacion,Promedio_Mejor_Generacion,Desviacion_Generacion,Promedio_Mejor_Fitness,Desviacion_Fitness,Promedio_promedios,Desviacion_promedio_20p
7,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,246.2,43.34735405360142,0.00064090591981692,2.272981622654597e-06,0.0006407031478687066,2.273597719316511e-06
8,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,211.93333333333334,70.59009080274815,0.0006354460488332767,2.057897942989953e-06,0.0006353342142130234,2.05351736815319e-06
8,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,220.03333333333333,74.14965451280145,0.0006408124331772434,2.6312716172757897e-06,0.0006406754456259734,2.5426002206225116e-06
8,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,205.36666666666667,74.77436557488426,0.0006366290742250267,2.3450589330050418e-06,0.0006362778998438134,2.191465221236875e-06
8,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,226.5,69.50601561661084,0.0006413916791071666,1.678464864855358e-06,0.0006412251912290299,1.6306596881015508e-06
8,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,188.23333333333332,75.37478007440133,0.0006357140354831133,2.2766967180997473e-06,0.0006355267868596533,2.2286686756628167e-06
8,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,249.46666666666667,51.027195814033114,0.0006406670531764666,2.226913307835784e-06,0.0006404750030539433,2.240556309011208e-06
8,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,209.06666666666666,63.67857504326106,0.0006357248695162267,2.8198034597716606e-06,0.0006355285973580133,2.7521220717947685e-06
8,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,233.6,64.95229018287192,0.0006405331146889734,2.6152442267017796e-06,0.0006403116386447333,2.5614371830304615e-06
8,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,207.03333333333333,70.86727922227449,0.00063524633748304,2.7241491910484665e-06,0.0006349758088127166,2.719187323872994e-06
8,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,219.96666666666667,74.47586201574646,0.0006405117929825967,2.584231526788776e-06,0.00064030741563878,2.531478996474605e-06
8,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,200.7,83.62731363739299,0.0006351854071186267,2.644262503897743e-06,0.0006348332603850367,2.4245831270033965e-06
8,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,227.7,64.67379685776922,0.0006414491496813866,2.3824894895968147e-06,0.0006412869732487133,2.2786158036303644e-06
9,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,198.86666666666667,76.93021169387465,0.00063475034881154,2.8318819607526186e-06,0.0006346109342513034,2.771711591465237e-06
9,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,228.36666666666667,64.76029186391034,0.0006425673484757234,1.6304346230031169e-06,0.0006423164872384933,1.7355475425187626e-06
9,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,166.46666666666667,82.25642552548638,0.0006356675052773666,2.680824678520993e-06,0.0006355474362748,2.6028328134059153e-06
9,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,243.73333333333332,50.91435224342755,0.0006427399049170266,2.0027564646450035e-06,0.0006424476731896467,2.008268982665672e-06
9,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,169.63333333333333,90.20225677019829,0.00063519456974198,2.150242233538114e-06,0.0006349682929467967,2.1770343968567255e-06
9,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,230.13333333333333,69.05556649805877,0.0006420331866699434,1.9729833868877893e-06,0.0006418722854218067,1.947869483186707e-06
9,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,202.36666666666667,77.35519657257429,0.0006352693424492666,2.041344435161747e-06,0.00063503710112296,1.8674702438302347e-06
9,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,233.8,67.4094028026276,0.0006411914186798933,1.9659916352106018e-06,0.00064101466942554,1.9397506014281416e-06
9,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,217.43333333333334,60.10604613189254,0.00063467134209743,1.9513997164021525e-06,0.0006345280366889333,1.911549577983553e-06
9,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,220.63333333333333,72.8392104207112,0.0006419439676610333,2.2594906592359997e-06,0.0006417965254977334,2.177067852502491e-06
9,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,157.83333333333334,73.66891607321435,0.0006343028749040166,2.0813695797714572e-06,0.0006342609743241333,2.0914664040330177e-06
9,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,238.9,53.715309575191135,0.00064273381143823,2.323747298045211e-06,0.0006425329060183567,2.3868048661065295e-06
10,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,230.33333333333334,65.25722754704215,0.0006369520929165,2.3810956291998287e-06,0.0006366644154986833,2.3502559683034806e-06
10,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,238.43333333333334,60.99049294672946,0.00064352920998964,2.595033119613673e-06,0.0006432622942908266,2.4625777884830437e-06
10,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,224.73333333333332,67.48176424595853,0.0006379732639368701,1.9446131777209947e-06,0.0006377320130044101,1.9471188082043907e-06
10,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,248.1,62.115770666693344,0.0006430645761194801,2.258306594141298e-06,0.0006426834571473633,2.093681630789388e-06
10,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,214.26666666666668,64.29079053119847,0.0006366561190124567,2.565734098868328e-06,0.0006364118821107067,2.50000622681832e-06
10,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,242.16666666666666,62.06175085783699,0.0006427910797785867,1.7216864291264654e-06,0.0006426062751963766,1.7281120566637053e-06
10,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,193.86666666666667,80.97625592103222,0.0006363758943935634,2.7281541611494137e-06,0.0006362260928151234,2.641535270555328e-06
10,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,231.03333333333333,62.7971465051988,0.0006421403780149567,2.2480767191878893e-06,0.0006419237503786467,2.196195642047062e-06
10,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,204.06666666666666,63.12873182322924,0.00063645403492368,2.0311601559928604e-06,0.00063636754183542,2.0000273319101806e-06
10,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,206.6,81.56892579391011,0.0006425438409235333,2.5902568935389495e-06,0.00064242472920187,2.55375553618508e-06
10,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,215.6,60.14270385995468,0.00063673286867948,2.382414071191513e-06,0.0006366283002939267,2.4014500951184297e-06
10,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,237.6,53.89171774381765,0.0006427851671036733,2.8161987360659575e-06,0.0006425304914363734,2.8055214679758532e-06
