Configuracion,Metodo_Seleccion,Metodo_Cruce,Metodo_Mutacion,Promedio_Mejor_Generacion,Desviacion_Generacion,Promedio_Mejor_Fitness,Desviacion_Fitness
6,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,221.72727272727272,70.94275480184331,0.0006419336135937773,2.268959550488636e-06
7,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,204.13636363636363,78.08865258369914,0.0006353986787551545,2.4283831963645964e-06
7,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,232.86363636363637,58.948157574136964,0.0006420048104282909,2.8553979131720863e-06
7,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,203.63636363636363,76.58269446101444,0.000635024133094,1.8467986267505457e-06
7,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,223.5909090909091,49.32077616014332,0.0006414046073897182,1.9924135307830882e-06
7,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,196.45454545454547,82.20052558789638,0.0006346395537382409,2.9333740914580973e-06
7,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,240.9090909090909,53.499362782951145,0.0006411164462299409,2.0779271868018367e-06
7,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,198.95454545454547,64.59358457951663,0.0006349707158041363,2.5976607190908846e-06
7,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,214.3181818181818,75.99585600458835,0.0006407258714588999,2.613458126101142e-06
7,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,195.5,71.56731762739855,0.0006344724399471273,2.6404708100557582e-06
7,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,224.0,74.4337353112213,0.000640534709126441,2.230792765941997e-06
7,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,174.4090909090909,81.17568196197271,0.0006333816621071136,3.271054547031729e-06
7,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,240.77272727272728,43.28744656714034,0.0006407761000449591,1.8744289136113828e-06
8,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,204.45454545454547,50.10059145428589,0.0006355746805363409,2.7918164508741836e-06
8,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,235.8181818181818,65.75831387859517,0.0006421558629558545,2.8425478767027933e-06
8,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,202.13636363636363,83.34740573821145,0.0006357619191239455,2.9198284233280506e-06
8,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,214.36363636363637,62.95012799604631,0.0006419620906769045,2.1926739401018728e-06
8,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,209.6818181818182,74.15516959382654,0.0006338342080095954,2.374975619896478e-06
8,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,236.3181818181818,68.47688964595585,0.0006407594090072546,2.302112423720891e-06
8,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,234.13636363636363,66.13787579533087,0.0006353814175421091,2.6678541915950867e-06
8,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,219.4090909090909,67.7760029810447,0.0006409485207659818,1.8038870228471078e-06
8,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,196.95454545454547,75.67881836936641,0.0006345984705769682,2.650954278771925e-06
8,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,240.5,54.19167920666508,0.0006410479445375909,2.258453657250784e-06
8,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,196.13636363636363,75.59812006641275,0.0006355386134245772,2.6567657733385294e-06
8,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,251.4090909090909,52.10306552621867,0.0006416104312286273,2.0196053392793634e-06
9,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,208.5909090909091,84.60646102250847,0.0006355345740015727,1.5338703517211543e-06
9,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,223.77272727272728,64.86758073416205,0.0006421054309686728,1.7087591842451616e-06
9,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,206.1818181818182,67.73381821416928,0.0006350640839818273,2.0873211822006603e-06
9,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,221.45454545454547,72.46853325194537,0.0006427135936575455,2.466085586416793e-06
9,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,192.9090909090909,71.42555837800913,0.0006365982381202682,2.6196114938675332e-06
9,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,246.04545454545453,59.24563658654918,0.0006416895785943728,1.523326535526416e-06
9,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,206.45454545454547,59.31010294788158,0.0006360885824931137,1.9228327257342624e-06
9,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,241.1818181818182,52.17154521259773,0.00064205096593805,2.191629695320355e-06
9,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,176.0909090909091,80.73525759036023,0.0006333253859005546,2.677144052379361e-06
9,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,236.95454545454547,50.57524076418202,0.0006417488655863863,2.014027642569025e-06
9,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,189.86363636363637,67.37619719197535,0.0006340268595125318,1.8370806740704587e-06
9,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,214.9090909090909,56.479165219540064,0.0006415172514565318,1.8172354369288584e-06
10,seleccion_por_ranking,cruce_1_punto,mutacion_aleatoria,214.95454545454547,58.03404359899641,0.0006372889351932182,2.281133693803136e-06
10,seleccion_por_ranking,cruce_1_punto,mutacion_intercambio_por_etapa,217.0909090909091,57.09633387522654,0.0006424018937507228,2.2010426855494647e-06
10,seleccion_por_ranking,cruce_2_puntos,mutacion_aleatoria,222.9090909090909,79.04785114449835,0.0006381029015931501,2.839270246570475e-06
10,seleccion_por_ranking,cruce_2_puntos,mutacion_intercambio_por_etapa,249.3181818181818,66.54778903245565,0.0006434495287897817,2.651697695792939e-06
10,seleccion_por_ruleta,cruce_1_punto,mutacion_aleatoria,205.86363636363637,69.98115083264545,0.00063758148282045,1.5128027375905482e-06
10,seleccion_por_ruleta,cruce_1_punto,mutacion_intercambio_por_etapa,250.22727272727272,42.45101582516895,0.0006425071212837727,2.030207181245262e-06
10,seleccion_por_ruleta,cruce_2_puntos,mutacion_aleatoria,194.1818181818182,67.93528879163952,0.0006368932812245182,2.2547566925631478e-06
10,seleccion_por_ruleta,cruce_2_puntos,mutacion_intercambio_por_etapa,228.36363636363637,66.4705774184162,0.0006432140688875682,2.0520132895301853e-06
10,seleccion_por_torneo,cruce_1_punto,mutacion_aleatoria,183.4090909090909,86.727630073592,0.0006358570758476863,2.91247617955886e-06
10,seleccion_por_torneo,cruce_1_punto,mutacion_intercambio_por_etapa,195.72727272727272,71.17529120363385,0.0006416697254742863,2.4066569717048844e-06
10,seleccion_por_torneo,cruce_2_puntos,mutacion_aleatoria,198.54545454545453,77.39553775295617,0.0006362969334928636,2.1285527494064825e-06
10,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,219.8181818181818,68.749813065468,0.0006421861068271909,2.589460797588833e-06
