Iteracion,Configuracion,Metodo_Seleccion,Metodo_Cruce,Metodo_Mutacion,Mejor_Fitness,Mejor_generacion,Promedios_20p
3,8,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006465564010940451,166,0.0006465564010940452
3,9,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006437745075572054,295,0.0006422898345570899
3,10,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006472109457434835,210,0.0006472109457434837
4,1,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006386458399595751,297,0.0006383319957425725
4,2,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006399484449835453,262,0.0006398732447137153
4,3,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006413231894155034,296,0.0006411010785257983
4,4,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.000639402948884247,225,0.0006394029488842469
4,5,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006440785798177783,124,0.0006440785798177782
4,6,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006434522994278126,199,0.0006434522994278126
4,7,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006407593105575834,197,0.0006407593105575835
4,8,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006400937588850038,214,0.0006400937588850038
4,9,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.00064203718808218,159,0.00064203718808218
4,10,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006427913013510628,284,0.0006425146222144742
5,1,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006399484449835453,279,0.0006399404506916899
5,2,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006406949429815436,275,0.0006405548427254379
5,3,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006403172928630553,215,0.0006403172928630553
5,4,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006452959895750476,126,0.0006452959895750478
5,5,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006458467746653185,295,0.0006456012609239758
5,6,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006417368458845929,147,0.0006417368458845931
5,7,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006407553176590741,286,0.0006403039943419308
5,8,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006466947822522782,285,0.0006455593900130533
5,9,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006444537797905759,287,0.0006439367802309215
5,10,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006404477072354748,173,0.0006404477072354747
6,1,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006389776153645568,188,0.0006389776153645568
6,2,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006418689923720274,297,0.0006400460484580659
6,3,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006417770619096282,165,0.0006417770619096281
6,4,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006459606354136787,275,0.0006457869081121355
6,5,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006442248130038305,252,0.0006440807631083301
6,6,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006386458399595751,74,0.000638645839959575
6,7,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006429779279723518,287,0.0006421348179707878
6,8,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006410766849337157,205,0.0006410766849337159
6,9,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006433450216761495,294,0.0006431158896900287
6,10,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006400866624846877,199,0.0006400866624846879
7,1,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006397979118851728,249,0.0006396903580171226
7,2,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006454266670225768,160,0.0006454266670225765
7,3,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.000647513640575144,214,0.000647513640575144
7,4,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006448500117347971,288,0.0006444225020393544
7,5,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006413335888930311,286,0.0006408789561314262
7,6,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006401895790188509,210,0.000640189579018851
7,7,seleccion_por_torneo,cruce_2_puntos,mutacion_intercambio_por_etapa,0.0006434843968420714,251,0.000643480838352245
